geometry,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii
POINT (174.7347191333 -36.8465278528),1075105,AIMS,951936,7,Albany Road,"7 Albany Road, Ponsonby, Auckland",Auckland,,,,,,7,,,,Albany,Road,,,,Ponsonby,Auckland,Thoroughfare,Current,174.73471913,-36.84652782,Albany,,,Ponsonby,Auckland,Albany Road,"7 Albany Road, Ponsonby, Auckland"
POINT (174.7290848833 -36.8560501694),1075281,AIMS,952103,15,Peel Street,"15 Peel Street, Westmere, Auckland",Auckland,,,,,,15,,,,Peel,Street,,,,Westmere,Auckland,Thoroughfare,Current,174.72908488,-36.85605013,Peel,,,Westmere,Auckland,Peel Street,"15 Peel Street, Westmere, Auckland"
POINT (174.7310316 -36.8611790694),1075392,AIMS,952202,20,Castle Street,"20 Castle Street, Grey Lynn, Auckland",Auckland,,,,,,20,,,,Castle,Street,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.7310316,-36.86117903,Castle,,,Grey Lynn,Auckland,Castle Street,"20 Castle Street, Grey Lynn, Auckland"
POINT (174.7301212333 -36.8607685694),1075450,AIMS,952258,24,Wilton Street,"24 Wilton Street, Grey Lynn, Auckland",Auckland,,,,,,24,,,,Wilton,Street,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.73012123,-36.86076853,Wilton,,,Grey Lynn,Auckland,Wilton Street,"24 Wilton Street, Grey Lynn, Auckland"
POINT (174.7291936167 -36.8615271528),1075618,AIMS,952410,32,Stanmore Road,"32 Stanmore Road, Grey Lynn, Auckland",Auckland,,,,,,32,,,,Stanmore,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.72919362,-36.86152712,Stanmore,,,Grey Lynn,Auckland,Stanmore Road,"32 Stanmore Road, Grey Lynn, Auckland"
POINT (174.72952455 -36.8636226528),1076053,AIMS,952806,6,Old Mill Road,"6 Old Mill Road, Grey Lynn, Auckland",Auckland,,,,,,6,,,,Old Mill,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.72952455,-36.86362262,Old Mill,,,Grey Lynn,Auckland,Old Mill Road,"6 Old Mill Road, Grey Lynn, Auckland"
POINT (174.7267500667 -36.8555798528),1075949,AIMS,952716,57,Fife Street,"57 Fife Street, Westmere, Auckland",Auckland,,,,,,57,,,,Fife,Street,,,,Westmere,Auckland,Thoroughfare,Current,174.72675007,-36.85557982,Fife,,,Westmere,Auckland,Fife Street,"57 Fife Street, Westmere, Auckland"
POINT (174.732914 -36.8673074028),1076550,AIMS,953244,48,Ivanhoe Road,"48 Ivanhoe Road, Grey Lynn, Auckland",Auckland,,,,,,48,,,,Ivanhoe,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.732914,-36.86730737,Ivanhoe,,,Grey Lynn,Auckland,Ivanhoe Road,"48 Ivanhoe Road, Grey Lynn, Auckland"
POINT (174.73477965 -36.8676133028),1076683,AIMS,953363,71,Ivanhoe Road,"71 Ivanhoe Road, Grey Lynn, Auckland",Auckland,,,,,,71,,,,Ivanhoe,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.73477965,-36.86761327,Ivanhoe,,,Grey Lynn,Auckland,Ivanhoe Road,"71 Ivanhoe Road, Grey Lynn, Auckland"
POINT (174.7289373667 -36.8969080861),1078076,AIMS,4919411,11,Aurora Avenue,"11 Aurora Avenue, Wesley, Auckland",Auckland,,,,,,11,,,,Aurora,Avenue,,,,Wesley,Auckland,Thoroughfare,Current,174.72893737,-36.89690805,Aurora,,,Wesley,Auckland,Aurora Avenue,"11 Aurora Avenue, Wesley, Auckland"
POINT (174.7327383833 -36.9248127029),1079314,AIMS,955663,10,Marydale Drive,"10 Marydale Drive, Mount Roskill, Auckland",Auckland,,,,,,10,,,,Marydale,Drive,,,,Mount Roskill,Auckland,Thoroughfare,Current,174.73273838,-36.92481267,Marydale,,,Mount Roskill,Auckland,Marydale Drive,"10 Marydale Drive, Mount Roskill, Auckland"
POINT (174.7257947333 -36.9280104362),1079980,AIMS,956264,10,Mariposa Avenue,"10 Mariposa Avenue, Lynfield, Auckland",Auckland,,,,,,10,,,,Mariposa,Avenue,,,,Lynfield,Auckland,Thoroughfare,Current,174.72579473,-36.9280104,Mariposa,,,Lynfield,Auckland,Mariposa Avenue,"10 Mariposa Avenue, Lynfield, Auckland"
POINT (174.7252259333 -36.9285131362),1080031,AIMS,956314,13,Oriana Avenue,"13 Oriana Avenue, Lynfield, Auckland",Auckland,,,,,,13,,,,Oriana,Avenue,,,,Lynfield,Auckland,Thoroughfare,Current,174.72522593,-36.9285131,Oriana,,,Lynfield,Auckland,Oriana Avenue,"13 Oriana Avenue, Lynfield, Auckland"
POINT (174.7267218 -36.9282903862),1080395,AIMS,956650,4,Canberra Avenue,"4 Canberra Avenue, Lynfield, Auckland",Auckland,,,,,,4,,,,Canberra,Avenue,,,,Lynfield,Auckland,Thoroughfare,Current,174.7267218,-36.92829035,Canberra,,,Lynfield,Auckland,Canberra Avenue,"4 Canberra Avenue, Lynfield, Auckland"
POINT (174.6339336167 -36.8310109528),1081360,AIMS,957525,8,Spargo Road,"8 Spargo Road, Massey, Auckland",Auckland,,,,,,8,,,,Spargo,Road,,,,Massey,Auckland,Thoroughfare,Current,174.63393362,-36.83101092,Spargo,,,Massey,Auckland,Spargo Road,"8 Spargo Road, Massey, Auckland"
POINT (174.7400871167 -36.6929180359),1083402,AIMS,959066,10,Kura Place,"10 Kura Place, Torbay, Auckland",Auckland,,,,,,10,,,,Kura,Place,,,,Torbay,Auckland,Thoroughfare,Current,174.74008712,-36.692918,Kura,,,Torbay,Auckland,Kura Place,"10 Kura Place, Torbay, Auckland"
POINT (174.7435512167 -36.6923956692),1083480,AIMS,959141,18,Jayne Place,"18 Jayne Place, Torbay, Auckland",Auckland,,,,,,18,,,,Jayne,Place,,,,Torbay,Auckland,Thoroughfare,Current,174.74355122,-36.69239563,Jayne,,,Torbay,Auckland,Jayne Place,"18 Jayne Place, Torbay, Auckland"
POINT (174.7431448833 -36.6932944359),1083632,AIMS,959275,5,Jayne Place,"5 Jayne Place, Torbay, Auckland",Auckland,,,,,,5,,,,Jayne,Place,,,,Torbay,Auckland,Thoroughfare,Current,174.74314488,-36.6932944,Jayne,,,Torbay,Auckland,Jayne Place,"5 Jayne Place, Torbay, Auckland"
POINT (174.7415381167 -36.6960159026),1083745,AIMS,959382,10,June Place,"10 June Place, Torbay, Auckland",Auckland,,,,,,10,,,,June,Place,,,,Torbay,Auckland,Thoroughfare,Current,174.74153812,-36.69601587,June,,,Torbay,Auckland,June Place,"10 June Place, Torbay, Auckland"
POINT (174.74141685 -36.7314794526),1086134,AIMS,961488,11,Penguin Drive,"11 Penguin Drive, Murrays Bay, Auckland",Auckland,,,,,,11,,,,Penguin,Drive,,,,Murrays Bay,Auckland,Thoroughfare,Current,174.74141685,-36.73147942,Penguin,,,Murrays Bay,Auckland,Penguin Drive,"11 Penguin Drive, Murrays Bay, Auckland"
POINT (174.7448817333 -36.7261253859),1086694,AIMS,5265916,627,Beach Road,"627 Beach Road, Rothesay Bay, Auckland",Auckland,,,,,,627,,,,Beach,Road,,,,Rothesay Bay,Auckland,Thoroughfare,Current,174.74488173,-36.72612535,Beach,,,Rothesay Bay,Auckland,Beach Road,"627 Beach Road, Rothesay Bay, Auckland"
POINT (174.73598425 -36.7428199527),1087156,AIMS,962448,2,Strabo Place,"2 Strabo Place, Windsor Park, Auckland",Auckland,,,,,,2,,,,Strabo,Place,,,,Windsor Park,Auckland,Thoroughfare,Current,174.73598425,-36.74281992,Strabo,,,Windsor Park,Auckland,Strabo Place,"2 Strabo Place, Windsor Park, Auckland"
POINT (174.73827965 -36.7881609693),1089932,AIMS,964984,10,Velma Road,"10 Velma Road, Hillcrest, Auckland",Auckland,,,,,,10,,,,Velma,Road,,,,Hillcrest,Auckland,Thoroughfare,Current,174.73827965,-36.78816093,Velma,,,Hillcrest,Auckland,Velma Road,"10 Velma Road, Hillcrest, Auckland"
POINT (174.73799675 -36.7870343027),1090120,AIMS,965157,17,Velma Road,"17 Velma Road, Hillcrest, Auckland",Auckland,,,,,,17,,,,Velma,Road,,,,Hillcrest,Auckland,Thoroughfare,Current,174.73799675,-36.78703427,Velma,,,Hillcrest,Auckland,Velma Road,"17 Velma Road, Hillcrest, Auckland"
POINT (174.73977425 -36.7874335693),1090160,AIMS,965196,18,Anne Road,"18 Anne Road, Hillcrest, Auckland",Auckland,,,,,,18,,,,Anne,Road,,,,Hillcrest,Auckland,Thoroughfare,Current,174.73977425,-36.78743353,Anne,,,Hillcrest,Auckland,Anne Road,"18 Anne Road, Hillcrest, Auckland"
POINT (174.73778035 -36.806304736),1091726,AIMS,966627,14,Paruru Avenue,"14 Paruru Avenue, Northcote, Auckland",Auckland,,,,,,14,,,,Paruru,Avenue,,,,Northcote,Auckland,Thoroughfare,Current,174.73778035,-36.8063047,Paruru,,,Northcote,Auckland,Paruru Avenue,"14 Paruru Avenue, Northcote, Auckland"
POINT (174.7440392167 -36.8094873693),1091988,AIMS,2823655,23A,Lake Road,"23A Lake Road, Northcote, Auckland",Auckland,,,,,,23,A,,,Lake,Road,,,,Northcote,Auckland,Thoroughfare,Current,174.74403922,-36.80948733,Lake,,,Northcote,Auckland,Lake Road,"23A Lake Road, Northcote, Auckland"
POINT (174.7404051167 -36.8068696193),1092041,AIMS,966896,50,Woodside Avenue,"50 Woodside Avenue, Northcote, Auckland",Auckland,,,,,,50,,,,Woodside,Avenue,,,,Northcote,Auckland,Thoroughfare,Current,174.74040512,-36.80686958,Woodside,,,Northcote,Auckland,Woodside Avenue,"50 Woodside Avenue, Northcote, Auckland"
POINT (174.7378117 -36.8205479193),1092275,AIMS,967117,25,Hinemoa Street,"25 Hinemoa Street, Birkenhead, Auckland",Auckland,,,,,,25,,,,Hinemoa,Street,,,,Birkenhead,Auckland,Thoroughfare,Current,174.7378117,-36.82054788,Hinemoa,,,Birkenhead,Auckland,Hinemoa Street,"25 Hinemoa Street, Birkenhead, Auckland"
POINT (174.7417715167 -36.8492318861),1093174,AIMS,967889,19,Cowan Street,"19 Cowan Street, Ponsonby, Auckland",Auckland,,,,,,19,,,,Cowan,Street,,,,Ponsonby,Auckland,Thoroughfare,Current,174.74177152,-36.84923185,Cowan,,,Ponsonby,Auckland,Cowan Street,"19 Cowan Street, Ponsonby, Auckland"
POINT (174.7393258 -36.8586675861),1094309,AIMS,968955,101,Rose Road,"101 Rose Road, Grey Lynn, Auckland",Auckland,,,,,,101,,,,Rose,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.7393258,-36.85866755,Rose,,,Grey Lynn,Auckland,Rose Road,"101 Rose Road, Grey Lynn, Auckland"
POINT (174.7385116833 -36.8628474194),1094483,AIMS,969118,15,Prime Road,"15 Prime Road, Grey Lynn, Auckland",Auckland,,,,,,15,,,,Prime,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.73851168,-36.86284738,Prime,,,Grey Lynn,Auckland,Prime Road,"15 Prime Road, Grey Lynn, Auckland"
POINT (174.73749745 -36.8634855361),1094588,AIMS,969218,1,Prime Road,"1 Prime Road, Grey Lynn, Auckland",Auckland,,,,,,1,,,,Prime,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.73749745,-36.8634855,Prime,,,Grey Lynn,Auckland,Prime Road,"1 Prime Road, Grey Lynn, Auckland"
POINT (174.7379290667 -36.8632067528),1095482,AIMS,970064,9,Prime Road,"9 Prime Road, Grey Lynn, Auckland",Auckland,,,,,,9,,,,Prime,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.73792907,-36.86320672,Prime,,,Grey Lynn,Auckland,Prime Road,"9 Prime Road, Grey Lynn, Auckland"
POINT (174.7361139 -36.8669058194),1096096,AIMS,970620,4,Tay Street,"4 Tay Street, Grey Lynn, Auckland",Auckland,,,,,,4,,,,Tay,Street,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.7361139,-36.86690578,Tay,,,Grey Lynn,Auckland,Tay Street,"4 Tay Street, Grey Lynn, Auckland"
POINT (174.7400038 -36.8716662194),1096217,AIMS,970729,56,Second Avenue,"56 Second Avenue, Kingsland, Auckland",Auckland,,,,,,56,,,,Second,Avenue,,,,Kingsland,Auckland,Thoroughfare,Current,174.7400038,-36.87166618,Second,,,Kingsland,Auckland,Second Avenue,"56 Second Avenue, Kingsland, Auckland"
POINT (174.74100215 -36.8792407528),1097388,AIMS,5181400,89,Paice Avenue,"89 Paice Avenue, Sandringham, Auckland",Auckland,,,,,,89,,,,Paice,Avenue,,,,Sandringham,Auckland,Thoroughfare,Current,174.74100215,-36.87924072,Paice,,,Sandringham,Auckland,Paice Avenue,"89 Paice Avenue, Sandringham, Auckland"
POINT (174.7366769 -36.8865262028),1097489,AIMS,971901,10,Grove Road,"10 Grove Road, Sandringham, Auckland",Auckland,,,,,,10,,,,Grove,Road,,,,Sandringham,Auckland,Thoroughfare,Current,174.7366769,-36.88652617,Grove,,,Sandringham,Auckland,Grove Road,"10 Grove Road, Sandringham, Auckland"
POINT (174.73866785 -36.8893263028),1097519,AIMS,971929,12,Oxton Road,"12 Oxton Road, Sandringham, Auckland",Auckland,,,,,,12,,,,Oxton,Road,,,,Sandringham,Auckland,Thoroughfare,Current,174.73866785,-36.88932627,Oxton,,,Sandringham,Auckland,Oxton Road,"12 Oxton Road, Sandringham, Auckland"
POINT (174.7426937333 -36.8892297028),1097861,AIMS,972226,26,Pine Street,"26 Pine Street, Mount Eden, Auckland",Auckland,,,,,,26,,,,Pine,Street,,,,Mount Eden,Auckland,Thoroughfare,Current,174.74269373,-36.88922967,Pine,,,Mount Eden,Auckland,Pine Street,"26 Pine Street, Mount Eden, Auckland"
POINT (174.7352739833 -36.8859296028),1097883,AIMS,972247,27,Grove Road,"27 Grove Road, Sandringham, Auckland",Auckland,,,,,,27,,,,Grove,Road,,,,Sandringham,Auckland,Thoroughfare,Current,174.73527398,-36.88592957,Grove,,,Sandringham,Auckland,Grove Road,"27 Grove Road, Sandringham, Auckland"
POINT (174.7367899667 -36.8950431528),1098627,AIMS,972916,12,Parry Street,"12 Parry Street, Sandringham, Auckland",Auckland,,,,,,12,,,,Parry,Street,,,,Sandringham,Auckland,Thoroughfare,Current,174.73678997,-36.89504312,Parry,,,Sandringham,Auckland,Parry Street,"12 Parry Street, Sandringham, Auckland"
POINT (175.9191124167 -38.6600741546),760809,AIMS,6478432,32,Kinloch Road,"32 Kinloch Road, Kinloch, Taupō",Taupo District,,,,,,32,,,,Kinloch,Road,,,,Kinloch,Taupō,Thoroughfare,Current,175.91911242,-38.66007412,Kinloch,,,Kinloch,Taupo,Kinloch Road,"32 Kinloch Road, Kinloch, Taupo"
POINT (174.7394160833 -36.9036815861),1099266,AIMS,4919821,5,May Road,"5 May Road, Wesley, Auckland",Auckland,,,,,,5,,,,May,Road,,,,Wesley,Auckland,Thoroughfare,Current,174.73941608,-36.90368155,May,,,Wesley,Auckland,May Road,"5 May Road, Wesley, Auckland"
POINT (174.7370135 -36.9064703861),1099796,AIMS,4919845,21,May Road,"21 May Road, Wesley, Auckland",Auckland,,,,,,21,,,,May,Road,,,,Wesley,Auckland,Thoroughfare,Current,174.7370135,-36.90647035,May,,,Wesley,Auckland,May Road,"21 May Road, Wesley, Auckland"
POINT (174.7368932333 -36.9060202361),1099950,AIMS,4918929,3,Denny Avenue,"3 Denny Avenue, Wesley, Auckland",Auckland,,,,,,3,,,,Denny,Avenue,,,,Wesley,Auckland,Thoroughfare,Current,174.73689323,-36.9060202,Denny,,,Wesley,Auckland,Denny Avenue,"3 Denny Avenue, Wesley, Auckland"
POINT (174.7358982167 -36.9067947361),1100173,AIMS,4919867,8,Cullen Avenue,"8 Cullen Avenue, Wesley, Auckland",Auckland,,,,,,8,,,,Cullen,Avenue,,,,Wesley,Auckland,Thoroughfare,Current,174.73589822,-36.9067947,Cullen,,,Wesley,Auckland,Cullen Avenue,"8 Cullen Avenue, Wesley, Auckland"
POINT (174.737731 -36.9178518529),1100313,AIMS,974354,1450,Dominion Road,"1450 Dominion Road, Mount Roskill, Auckland",Auckland,,,,,,1450,,,,Dominion,Road,,,,Mount Roskill,Auckland,Thoroughfare,Current,174.737731,-36.91785182,Dominion,,,Mount Roskill,Auckland,Dominion Road,"1450 Dominion Road, Mount Roskill, Auckland"
POINT (174.7381695667 -36.9276728029),1100693,AIMS,974662,10,Drew Street,"10 Drew Street, Mount Roskill, Auckland",Auckland,,,,,,10,,,,Drew,Street,,,,Mount Roskill,Auckland,Thoroughfare,Current,174.73816957,-36.92767277,Drew,,,Mount Roskill,Auckland,Drew Street,"10 Drew Street, Mount Roskill, Auckland"
POINT (174.73918185 -36.9254728862),1101007,AIMS,974934,36,Glass Road,"36 Glass Road, Mount Roskill, Auckland",Auckland,,,,,,36,,,,Glass,Road,,,,Mount Roskill,Auckland,Thoroughfare,Current,174.73918185,-36.92547285,Glass,,,Mount Roskill,Auckland,Glass Road,"36 Glass Road, Mount Roskill, Auckland"
POINT (174.7400678 -36.9251049362),1101216,AIMS,975124,7,Gerbic Place,"7 Gerbic Place, Mount Roskill, Auckland",Auckland,,,,,,7,,,,Gerbic,Place,,,,Mount Roskill,Auckland,Thoroughfare,Current,174.7400678,-36.9251049,Gerbic,,,Mount Roskill,Auckland,Gerbic Place,"7 Gerbic Place, Mount Roskill, Auckland"
POINT (174.7455936667 -36.6928704026),1103585,AIMS,976826,32,Glenvar Road,"32 Glenvar Road, Torbay, Auckland",Auckland,,,,,,32,,,,Glenvar,Road,,,,Torbay,Auckland,Thoroughfare,Current,174.74559367,-36.69287037,Glenvar,,,Torbay,Auckland,Glenvar Road,"32 Glenvar Road, Torbay, Auckland"
POINT (174.75435445 -36.6916644192),1103676,AIMS,1639240,7A,Cliff Road,"7A Cliff Road, Torbay, Auckland",Auckland,,,,,,7,A,,,Cliff,Road,,,,Torbay,Auckland,Thoroughfare,Current,174.75435445,-36.69166438,Cliff,,,Torbay,Auckland,Cliff Road,"7A Cliff Road, Torbay, Auckland"
POINT (174.7543893667 -36.6984981192),1103861,AIMS,977055,15,Rock Isle Road,"15 Rock Isle Road, Torbay, Auckland",Auckland,,,,,,15,,,,Rock Isle,Road,,,,Torbay,Auckland,Thoroughfare,Current,174.75438937,-36.69849808,Rock Isle,,,Torbay,Auckland,Rock Isle Road,"15 Rock Isle Road, Torbay, Auckland"
POINT (174.7452801167 -36.7166394359),1105250,AIMS,978242,39,Anzac Road,"39 Anzac Road, Browns Bay, Auckland",Auckland,,,,,,39,,,,Anzac,Road,,,,Browns Bay,Auckland,Thoroughfare,Current,174.74528012,-36.7166394,Anzac,,,Browns Bay,Auckland,Anzac Road,"39 Anzac Road, Browns Bay, Auckland"
POINT (174.7497026 -36.7322141692),1105499,AIMS,978470,14,Lyons Avenue,"14 Lyons Avenue, Murrays Bay, Auckland",Auckland,,,,,,14,,,,Lyons,Avenue,,,,Murrays Bay,Auckland,Thoroughfare,Current,174.7497026,-36.73221413,Lyons,,,Murrays Bay,Auckland,Lyons Avenue,"14 Lyons Avenue, Murrays Bay, Auckland"
POINT (174.7499347833 -36.7298990026),1105523,AIMS,978491,15,Seaton Road,"15 Seaton Road, Murrays Bay, Auckland",Auckland,,,,,,15,,,,Seaton,Road,,,,Murrays Bay,Auckland,Thoroughfare,Current,174.74993478,-36.72989897,Seaton,,,Murrays Bay,Auckland,Seaton Road,"15 Seaton Road, Murrays Bay, Auckland"
POINT (174.75010035 -36.7367919359),1106301,AIMS,979183,1,Jutland Street,"1 Jutland Street, Mairangi Bay, Auckland",Auckland,,,,,,1,,,,Jutland,Street,,,,Mairangi Bay,Auckland,Thoroughfare,Current,174.75010035,-36.7367919,Jutland,,,Mairangi Bay,Auckland,Jutland Street,"1 Jutland Street, Mairangi Bay, Auckland"
POINT (174.7519039833 -36.7735967193),1108655,AIMS,981289,33,Quebec Road,"33 Quebec Road, Milford, Auckland",Auckland,,,,,,33,,,,Quebec,Road,,,,Milford,Auckland,Thoroughfare,Current,174.75190398,-36.77359668,Quebec,,,Milford,Auckland,Quebec Road,"33 Quebec Road, Milford, Auckland"
POINT (174.75313885 -36.7744100193),1108469,AIMS,981123,19,Quebec Road,"19 Quebec Road, Milford, Auckland",Auckland,,,,,,19,,,,Quebec,Road,,,,Milford,Auckland,Thoroughfare,Current,174.75313885,-36.77440998,Quebec,,,Milford,Auckland,Quebec Road,"19 Quebec Road, Milford, Auckland"
POINT (174.7528472167 -36.774181336),1108538,AIMS,981184,23,Quebec Road,"23 Quebec Road, Milford, Auckland",Auckland,,,,,,23,,,,Quebec,Road,,,,Milford,Auckland,Thoroughfare,Current,174.75284722,-36.7741813,Quebec,,,Milford,Auckland,Quebec Road,"23 Quebec Road, Milford, Auckland"
POINT (174.7518413333 -36.7739373527),1108679,AIMS,981309,36,Quebec Road,"36 Quebec Road, Milford, Auckland",Auckland,,,,,,36,,,,Quebec,Road,,,,Milford,Auckland,Thoroughfare,Current,174.75184133,-36.77393732,Quebec,,,Milford,Auckland,Quebec Road,"36 Quebec Road, Milford, Auckland"
POINT (174.7547311667 -36.7704202027),1108817,AIMS,981419,4,Sudan Avenue,"4 Sudan Avenue, Milford, Auckland",Auckland,,,,,,4,,,,Sudan,Avenue,,,,Milford,Auckland,Thoroughfare,Current,174.75473117,-36.77042017,Sudan,,,Milford,Auckland,Sudan Avenue,"4 Sudan Avenue, Milford, Auckland"
POINT (174.7549069833 -36.7705509193),1108941,AIMS,981536,6,Sudan Avenue,"6 Sudan Avenue, Milford, Auckland",Auckland,,,,,,6,,,,Sudan,Avenue,,,,Milford,Auckland,Thoroughfare,Current,174.75490698,-36.77055088,Sudan,,,Milford,Auckland,Sudan Avenue,"6 Sudan Avenue, Milford, Auckland"
POINT (174.74827885 -36.779359486),1109280,AIMS,981785,37,Wairau Road,"37 Wairau Road, Forrest Hill, Auckland",Auckland,,,,,,37,,,,Wairau,Road,,,,Forrest Hill,Auckland,Thoroughfare,Current,174.74827885,-36.77935945,Wairau,,,Forrest Hill,Auckland,Wairau Road,"37 Wairau Road, Forrest Hill, Auckland"
POINT (174.7479288167 -36.779699836),1109305,AIMS,5170981,43,Wairau Road,"43 Wairau Road, Forrest Hill, Auckland",Auckland,,,,,,43,,,,Wairau,Road,,,,Forrest Hill,Auckland,Thoroughfare,Current,174.74792882,-36.7796998,Wairau,,,Forrest Hill,Auckland,Wairau Road,"43 Wairau Road, Forrest Hill, Auckland"
POINT (174.7479621833 -36.8151266527),1110554,AIMS,982933,10,Denby Lane,"10 Denby Lane, Northcote Point, Auckland",Auckland,,,,,,10,,,,Denby,Lane,,,,Northcote Point,Auckland,Thoroughfare,Current,174.74796218,-36.81512662,Denby,,,Northcote Point,Auckland,Denby Lane,"10 Denby Lane, Northcote Point, Auckland"
POINT (174.7482454 -36.819505536),1110775,AIMS,983144,6,Beach Road,"6 Beach Road, Northcote Point, Auckland",Auckland,,,,,,6,,,,Beach,Road,,,,Northcote Point,Auckland,Thoroughfare,Current,174.7482454,-36.8195055,Beach,,,Northcote Point,Auckland,Beach Road,"6 Beach Road, Northcote Point, Auckland"
POINT (174.78972295 -37.2179356198),1154787,AIMS,1019935,997,Waiuku Road,"997 Waiuku Road, Waiuku",Auckland,,,,,,997,,,,Waiuku,Road,,,,Waiuku,Waiuku,Thoroughfare,Current,174.78972295,-37.21793558,Waiuku,,,Waiuku,Waiuku,Waiuku Road,"997 Waiuku Road, Waiuku"
POINT (174.7450888 -36.8516531361),1111342,AIMS,983644,217,Ponsonby Road,"217 Ponsonby Road, Ponsonby, Auckland",Auckland,,,,,,217,,,,Ponsonby,Road,,,,Ponsonby,Auckland,Thoroughfare,Current,174.7450888,-36.8516531,Ponsonby,,,Ponsonby,Auckland,Ponsonby Road,"217 Ponsonby Road, Ponsonby, Auckland"
POINT (174.7458863833 -36.8495041528),1111379,AIMS,983677,23,Wood Street,"23 Wood Street, Freemans Bay, Auckland",Auckland,,,,,,23,,,,Wood,Street,,,,Freemans Bay,Auckland,Thoroughfare,Current,174.74588638,-36.84950412,Wood,,,Freemans Bay,Auckland,Wood Street,"23 Wood Street, Freemans Bay, Auckland"
POINT (174.7503858833 -36.8549388861),1111647,AIMS,983905,44,Picton Street,"44 Picton Street, Freemans Bay, Auckland",Auckland,,,,,,44,,,,Picton,Street,,,,Freemans Bay,Auckland,Thoroughfare,Current,174.75038588,-36.85493885,Picton,,,Freemans Bay,Auckland,Picton Street,"44 Picton Street, Freemans Bay, Auckland"
POINT (174.7459334333 -36.8558856861),1112196,AIMS,4063938,1,Brown Street,"1 Brown Street, Ponsonby, Auckland",Auckland,,,,,,1,,,,Brown,Street,,,,Ponsonby,Auckland,Thoroughfare,Current,174.74593343,-36.85588565,Brown,,,Ponsonby,Auckland,Brown Street,"1 Brown Street, Ponsonby, Auckland"
POINT (174.7505576667 -36.8590763361),1112375,AIMS,984524,2,Crummer Road,"2 Crummer Road, Grey Lynn, Auckland",Auckland,,,,,,2,,,,Crummer,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.75055767,-36.8590763,Crummer,,,Grey Lynn,Auckland,Crummer Road,"2 Crummer Road, Grey Lynn, Auckland"
POINT (174.7492509 -36.8633426361),1112425,AIMS,1540428,34,Putiki Street,"34 Putiki Street, Grey Lynn, Auckland",Auckland,,,,,,34,,,,Putiki,Street,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.7492509,-36.8633426,Putiki,,,Grey Lynn,Auckland,Putiki Street,"34 Putiki Street, Grey Lynn, Auckland"
POINT (174.7452031667 -36.8582297194),1112464,AIMS,984607,39,Rose Road,"39 Rose Road, Grey Lynn, Auckland",Auckland,,,,,,39,,,,Rose,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.74520317,-36.85822968,Rose,,,Grey Lynn,Auckland,Rose Road,"39 Rose Road, Grey Lynn, Auckland"
POINT (174.7484382167 -36.8580221194),1112476,AIMS,984618,3,Rose Road,"3 Rose Road, Grey Lynn, Auckland",Auckland,,,,,,3,,,,Rose,Road,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.74843822,-36.85802208,Rose,,,Grey Lynn,Auckland,Rose Road,"3 Rose Road, Grey Lynn, Auckland"
POINT (174.7466122333 -36.8657800194),1112863,AIMS,984961,11,King Street,"11 King Street, Grey Lynn, Auckland",Auckland,,,,,,11,,,,King,Street,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.74661223,-36.86577998,King,,,Grey Lynn,Auckland,King Street,"11 King Street, Grey Lynn, Auckland"
POINT (174.7475614 -36.8657695694),1113257,AIMS,985327,31,Home Street,"31 Home Street, Grey Lynn, Auckland",Auckland,,,,,,31,,,,Home,Street,,,,Grey Lynn,Auckland,Thoroughfare,Current,174.7475614,-36.86576953,Home,,,Grey Lynn,Auckland,Home Street,"31 Home Street, Grey Lynn, Auckland"
POINT (174.75439865 -36.8726908194),1113587,AIMS,985640,60,View Road,"60 View Road, Mount Eden, Auckland",Auckland,,,,,,60,,,,View,Road,,,,Mount Eden,Auckland,Thoroughfare,Current,174.75439865,-36.87269078,View,,,Mount Eden,Auckland,View Road,"60 View Road, Mount Eden, Auckland"
