area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq,area_label,area_code,period
Auckland,Apartment,2,429,429,9885,661,550,620,720,176,3.84,6.4616,0.254,539,760,Auckland,076,2024-03
Auckland,Apartment,3,78,78,1851,782,620,720,850,357,3.81,6.6045,0.3138,598,912,Auckland,076,2024-03
Auckland,Apartment,4,6,3,228,938,680,800,900,434,3.79,6.7743,0.3951,670,1142,Auckland,076,2024-03
Auckland,Apartment,NA,51,54,1284,509,435,480,610,134,3.87,6.1864,0.3501,384,616,Auckland,076,2024-03
Auckland,Boarding House,1,111,69,852,350,300,360,380,75,3.23,5.829,0.2646,284,406,Auckland,076,2024-03
Auckland,Boarding House,2,6,3,39,546,480,500,620,82,3.55,6.2938,0.1476,490,598,Auckland,076,2024-03
Auckland,Boarding House,NA,9,9,78,354,283,340,369,156,3.25,5.7975,0.3984,252,431,Auckland,076,2024-03
Auckland,Flat,1,102,108,5067,468,400,450,510,120,3.52,6.1191,0.2415,386,535,Auckland,076,2024-03
Auckland,Flat,2,165,219,9663,577,515,565,620,99,3.72,6.3454,0.1584,512,634,Auckland,076,2024-03
Auckland,Flat,3,27,36,1512,743,660,700,799,116,3.73,6.5992,0.1527,663,814,Auckland,076,2024-03
Auckland,Flat,NA,12,18,663,440,350,460,500,109,3.61,6.0581,0.2566,360,508,Auckland,076,2024-03
Auckland,House,1,207,183,4014,449,370,450,520,116,3.7,6.072,0.2713,361,521,Auckland,076,2024-03
Auckland,House,2,705,588,19743,612,560,600,650,107,3.85,6.3998,0.2018,525,689,Auckland,076,2024-03
Auckland,House,3,1350,1182,45240,744,670,720,790,155,3.89,6.5944,0.188,644,830,Auckland,076,2024-03
Auckland,House,4,660,591,21192,894,780,850,960,225,3.85,6.7657,0.2578,729,1032,Auckland,076,2024-03
Auckland,House,5+,207,186,6822,1125,950,1100,1250,334,3.86,6.9873,0.2841,894,1311,Auckland,076,2024-03
Auckland,House,NA,450,528,16212,715,581,690,820,240,3.95,6.5135,0.3647,527,862,Auckland,076,2024-03
Auckland,Room,1,198,207,2688,323,245,290,373,124,3.0,5.7141,0.344,240,382,Auckland,076,2024-03
Auckland,Room,NA,6,6,129,301,219,338,419,181,3.86,5.0453,1.9618,41,583,Auckland,076,2024-03
Auckland,Apartment,1,456,417,8823,486,400,460,550,138,3.84,6.1477,0.2924,384,570,Auckland,076,2024-02
Auckland,Apartment,2,531,420,9888,628,550,600,690,169,3.86,6.4065,0.2862,499,735,Auckland,076,2024-02
Auckland,Apartment,3,108,75,1848,850,695,790,950,295,3.75,6.6946,0.3192,652,1002,Auckland,076,2024-02
Auckland,Apartment,4,12,9,225,822,678,770,921,248,3.77,6.6694,0.3087,640,970,Auckland,076,2024-02
Auckland,Apartment,NA,81,69,1287,462,380,435,530,125,3.86,6.0958,0.3062,361,546,Auckland,076,2024-02
Auckland,Boarding House,1,174,81,813,377,300,380,440,88,2.73,5.9024,0.2461,310,432,Auckland,076,2024-02
Auckland,Boarding House,NA,18,3,78,376,265,340,440,135,2.8,5.877,0.3297,286,446,Auckland,076,2024-02
Auckland,Flat,1,114,132,5073,450,390,440,495,138,3.68,6.069,0.2863,356,524,Auckland,076,2024-02
Auckland,Flat,2,183,225,9720,574,520,568,620,100,3.68,6.3391,0.1691,505,635,Auckland,076,2024-02
Auckland,Flat,3,18,30,1521,700,584,680,804,174,3.67,6.5226,0.2476,576,804,Auckland,076,2024-02
Auckland,Flat,4,6,3,306,914,875,965,1063,273,3.65,6.7669,0.3807,672,1123,Auckland,076,2024-02
Auckland,Flat,NA,18,12,666,480,415,440,580,140,3.14,6.136,0.2794,383,558,Auckland,076,2024-02
Auckland,House,1,273,165,3990,408,300,400,480,122,3.63,5.9634,0.3333,311,487,Auckland,076,2024-02
Auckland,House,2,702,573,19626,624,550,600,660,257,3.8,6.4138,0.1792,541,689,Auckland,076,2024-02
Auckland,House,3,1209,1110,45072,746,670,720,795,152,3.86,6.5963,0.1912,644,833,Auckland,076,2024-02
Auckland,House,4,699,597,21123,937,800,880,995,277,3.86,6.8105,0.2462,768,1071,Auckland,076,2024-02
Auckland,House,5+,237,213,6801,1150,950,1150,1278,298,3.91,7.013,0.271,925,1334,Auckland,076,2024-02
Auckland,House,NA,462,495,16290,725,570,700,830,243,3.88,6.532,0.336,548,861,Auckland,076,2024-02
Auckland,Room,1,228,195,2694,330,246,295,390,139,2.88,5.7259,0.3806,237,396,Auckland,076,2024-02
Auckland,Room,NA,12,3,129,303,233,273,368,107,2.19,5.6604,0.3421,228,362,Auckland,076,2024-02
Auckland,Apartment,1,393,411,8781,476,400,475,550,147,3.81,6.0959,0.4313,332,594,Auckland,076,2024-01
Auckland,Apartment,2,429,390,9780,654,550,620,700,201,3.84,6.4358,0.3225,502,775,Auckland,076,2024-01
Auckland,Apartment,3,72,69,1812,885,681,775,900,415,3.86,6.7078,0.3807,633,1058,Auckland,076,2024-01
Auckland,Apartment,4,9,6,225,905,763,840,1020,201,3.82,6.7877,0.2151,767,1025,Auckland,076,2024-01
Auckland,Apartment,NA,36,54,1278,545,420,460,550,284,3.58,6.1901,0.4998,348,683,Auckland,076,2024-01
Auckland,Boarding House,1,90,54,723,332,265,320,380,90,3.25,5.7704,0.2587,269,382,Auckland,076,2024-01
Auckland,Boarding House,NA,6,3,60,298,274,300,330,56,3.03,5.6795,0.1994,256,335,Auckland,076,2024-01
Auckland,Flat,1,96,132,5091,449,400,450,485,136,3.76,6.0643,0.3176,347,533,Auckland,076,2024-01
Auckland,Flat,2,153,192,9759,559,520,550,594,75,3.77,6.3166,0.1314,507,605,Auckland,076,2024-01
Auckland,Flat,3,21,36,1536,715,600,680,850,183,3.86,6.5423,0.2544,584,824,Auckland,076,2024-01
Auckland,Flat,5+,6,3,105,1030,990,1060,1100,95,2.93,6.934,0.0947,963,1094,Auckland,076,2024-01
Auckland,Flat,NA,9,18,660,505,390,405,500,179,3.25,6.1769,0.3132,390,595,Auckland,076,2024-01
Auckland,House,1,198,174,3879,449,375,450,520,122,3.71,6.0655,0.3064,350,530,Auckland,076,2024-01
Auckland,House,2,606,477,19497,620,550,600,650,225,3.75,6.407,0.1901,533,689,Auckland,076,2024-01
Auckland,House,3,1107,1050,44970,736,650,700,780,171,3.85,6.5817,0.1906,635,821,Auckland,076,2024-01
Auckland,House,4,585,486,21021,925,780,850,980,295,3.88,6.796,0.2468,757,1056,Auckland,076,2024-01
Auckland,House,5+,192,153,6777,1123,920,1100,1275,348,3.87,6.9755,0.3328,855,1339,Auckland,076,2024-01
Auckland,House,NA,375,432,16323,707,560,695,800,236,3.94,6.5086,0.3302,537,838,Auckland,076,2024-01
Auckland,Room,1,150,168,2661,328,250,300,381,114,2.92,5.7393,0.3228,250,386,Auckland,076,2024-01
Auckland,Room,NA,6,9,117,426,376,478,528,159,3.7,5.9844,0.4682,290,545,Auckland,076,2024-01
Auckland,Apartment,1,324,345,8799,483,400,470,550,137,3.82,6.1308,0.3495,363,582,Auckland,076,2023-12
Auckland,Apartment,2,387,372,9738,609,540,598,650,187,3.83,6.3608,0.3519,456,734,Auckland,076,2023-12
Auckland,Apartment,3,63,93,1812,897,658,730,895,492,3.81,6.7082,0.3894,630,1065,Auckland,076,2023-12
Auckland,Apartment,4,6,9,225,880,820,880,890,76,4.0,6.7766,0.084,829,928,Auckland,076,2023-12
Auckland,Apartment,NA,51,60,1293,518,428,500,570,143,3.87,6.212,0.2792,413,602,Auckland,076,2023-12
Auckland,Boarding House,1,42,66,690,321,270,320,380,61,3.47,5.7513,0.2007,275,360,Auckland,076,2023-12
Auckland,Boarding House,2,6,3,36,504,450,520,550,67,2.76,6.2153,0.1362,456,548,Auckland,076,2023-12
Auckland,Flat,1,87,108,5127,431,400,450,480,85,3.63,6.0339,0.3049,340,513,Auckland,076,2023-12
Auckland,Flat,2,159,264,9795,550,515,550,590,121,3.71,6.2853,0.251,453,636,Auckland,076,2023-12
Auckland,Flat,3,24,39,1551,642,594,658,680,108,3.86,6.4503,0.1806,560,715,Auckland,076,2023-12
Auckland,Flat,NA,18,21,669,605,390,450,595,595,2.9,6.2229,0.4995,360,706,Auckland,076,2023-12
Auckland,House,1,171,165,3858,472,410,465,540,117,3.87,6.1287,0.2431,389,541,Auckland,076,2023-12
Auckland,House,2,717,552,19365,599,550,585,645,99,3.89,6.3816,0.1682,528,662,Auckland,076,2023-12
Auckland,House,3,1305,1155,44910,725,650,700,770,142,3.84,6.5697,0.1756,633,803,Auckland,076,2023-12
Auckland,House,4,615,528,20925,883,780,850,950,197,3.87,6.7586,0.232,737,1007,Auckland,076,2023-12
Auckland,House,5+,204,141,6744,1087,903,1050,1238,263,3.85,6.9578,0.2753,873,1266,Auckland,076,2023-12
Auckland,House,NA,432,477,16380,719,580,680,830,241,3.91,6.5222,0.3414,540,856,Auckland,076,2023-12
Auckland,Room,1,120,159,2679,352,260,340,380,133,3.1,5.801,0.3513,261,419,Auckland,076,2023-12
Auckland,Apartment,1,402,414,8820,486,405,490,560,117,3.83,6.1509,0.2965,384,573,Auckland,076,2023-11
Auckland,Apartment,2,372,438,9720,623,539,600,676,148,3.84,6.4092,0.2229,523,706,Auckland,076,2023-11
Auckland,Apartment,3,57,87,1842,835,660,750,873,328,3.87,6.6737,0.3089,642,975,Auckland,076,2023-11
Auckland,Apartment,4,12,12,225,1003,750,805,1040,498,3.45,6.833,0.3726,722,1193,Auckland,076,2023-11
Auckland,Apartment,NA,48,66,1302,484,389,480,550,161,3.86,6.1171,0.3905,349,590,Auckland,076,2023-11
Auckland,Boarding House,1,72,108,714,326,295,320,380,71,3.47,5.761,0.2302,272,371,Auckland,076,2023-11
Auckland,Flat,1,93,129,5148,431,390,430,483,114,3.52,6.021,0.3334,329,516,Auckland,076,2023-11
Auckland,Flat,2,177,210,9903,547,500,550,590,78,3.69,6.293,0.1602,485,602,Auckland,076,2023-11
Auckland,Flat,3,15,33,1566,665,620,650,680,83,3.89,6.4928,0.12,609,716,Auckland,076,2023-11
Auckland,Flat,4,9,6,315,889,845,930,940,73,3.87,6.7874,0.0848,837,939,Auckland,076,2023-11
Auckland,Flat,NA,15,18,672,422,395,425,480,94,3.56,6.0195,0.247,348,486,Auckland,076,2023-11
Auckland,House,1,186,207,3849,453,370,460,520,120,3.72,6.0779,0.2846,360,528,Auckland,076,2023-11
Auckland,House,2,654,519,19200,607,550,600,650,104,3.86,6.3933,0.1882,527,679,Auckland,076,2023-11
Auckland,House,3,1113,1053,44760,725,650,700,770,150,3.86,6.5682,0.1886,627,809,Auckland,076,2023-11
Auckland,House,4,585,492,20835,898,788,850,950,224,3.88,6.7757,0.2118,760,1011,Auckland,076,2023-11
Auckland,House,5+,165,138,6681,1077,920,1000,1200,290,3.86,6.9503,0.2462,884,1232,Auckland,076,2023-11
Auckland,House,NA,396,450,16425,686,550,650,820,220,3.86,6.4798,0.3306,522,815,Auckland,076,2023-11
Auckland,Room,1,177,204,2718,319,238,290,370,125,3.17,5.7045,0.3345,240,376,Auckland,076,2023-11
Auckland,Apartment,1,360,366,8832,463,395,470,541,136,3.81,6.0713,0.4299,324,579,Auckland,076,2023-10
Auckland,Apartment,2,336,348,9792,636,550,620,698,160,3.8,6.4239,0.259,518,734,Auckland,076,2023-10
Auckland,Apartment,3,57,51,1866,800,620,700,828,352,3.67,6.6204,0.3345,599,940,Auckland,076,2023-10
Auckland,Apartment,4,12,9,225,809,650,675,848,329,3.17,6.644,0.3105,623,947,Auckland,076,2023-10
Auckland,Apartment,5+,6,3,66,936,800,875,1011,186,4.0,6.8279,0.1901,812,1050,Auckland,076,2023-10
Auckland,Apartment,NA,51,48,1314,521,400,470,600,172,3.87,6.2068,0.313,402,613,Auckland,076,2023-10
Auckland,Boarding House,1,63,78,744,337,300,325,380,88,3.13,5.7823,0.2877,267,394,Auckland,076,2023-10
Auckland,Boarding House,2,6,3,30,540,528,550,558,65,3.18,6.2852,0.1256,493,584,Auckland,076,2023-10
Auckland,Boarding House,NA,6,6,60,326,291,300,335,78,3.73,5.7685,0.2201,276,371,Auckland,076,2023-10
Auckland,Flat,1,105,111,5184,439,400,440,485,101,3.52,6.0481,0.3065,344,521,Auckland,076,2023-10
Auckland,Flat,2,183,237,9936,554,500,550,581,156,3.64,6.2917,0.2334,461,632,Auckland,076,2023-10
Auckland,Flat,3,18,30,1584,706,585,698,713,193,3.87,6.5322,0.2309,588,803,Auckland,076,2023-10
Auckland,Flat,4,6,9,312,928,843,895,998,158,3.32,6.824,0.1672,822,1029,Auckland,076,2023-10
Auckland,Flat,NA,9,9,675,434,410,440,499,104,3.45,6.0429,0.2707,351,505,Auckland,076,2023-10
Auckland,House,1,189,171,3870,443,358,450,520,115,3.65,6.0571,0.2855,352,518,Auckland,076,2023-10
Auckland,House,2,702,552,19065,609,550,595,650,135,3.8,6.3921,0.1931,524,680,Auckland,076,2023-10
Auckland,House,3,1110,1041,44694,733,650,700,780,169,3.83,6.5768,0.2005,627,822,Auckland,076,2023-10
Auckland,House,4,576,477,20742,920,780,850,950,428,3.79,6.7786,0.2807,727,1062,Auckland,076,2023-10
Auckland,House,5+,153,123,6654,1090,925,1055,1200,270,3.88,6.9678,0.2253,912,1236,Auckland,076,2023-10
Auckland,House,NA,354,438,16473,730,569,690,850,256,3.87,6.5355,0.3451,546,870,Auckland,076,2023-10
Auckland,Room,1,168,162,2745,314,230,280,375,119,2.94,5.6887,0.3403,235,372,Auckland,076,2023-10
Auckland,Apartment,1,363,324,8844,487,410,470,550,129,3.79,6.1536,0.2717,392,565,Auckland,076,2023-09
Auckland,Apartment,2,360,327,9801,649,560,620,700,166,3.85,6.4482,0.2365,538,741,Auckland,076,2023-09
Auckland,Apartment,3,51,51,1863,975,683,850,1158,445,3.76,6.8062,0.3745,702,1163,Auckland,076,2023-09
Auckland,Apartment,4,9,3,225,846,695,723,765,348,4.0,6.6892,0.3088,653,990,Auckland,076,2023-09
Auckland,Apartment,NA,39,45,1314,517,400,480,600,141,3.96,6.2134,0.263,418,596,Auckland,076,2023-09
Auckland,Boarding House,1,81,60,762,331,256,320,380,103,3.22,5.7594,0.297,260,388,Auckland,076,2023-09
Auckland,Boarding House,NA,6,3,63,368,300,380,450,93,3.71,5.882,0.2651,300,429,Auckland,076,2023-09
Auckland,Flat,1,120,117,5196,454,393,450,495,125,3.64,6.092,0.2155,382,512,Auckland,076,2023-09
Auckland,Flat,2,210,228,9987,558,510,550,600,126,3.85,6.3012,0.2353,465,639,Auckland,076,2023-09
Auckland,Flat,3,21,30,1599,662,593,635,699,115,4.05,6.4826,0.1628,586,730,Auckland,076,2023-09
Auckland,Flat,4,6,6,318,971,885,930,1136,197,3.39,6.8603,0.2089,828,1098,Auckland,076,2023-09
Auckland,Flat,NA,9,15,675,499,353,513,550,166,3.7,6.1634,0.3273,381,592,Auckland,076,2023-09
Auckland,House,1,198,168,3849,440,350,440,495,137,3.69,6.0422,0.3059,342,517,Auckland,076,2023-09
Auckland,House,2,696,483,18921,600,550,590,650,109,3.85,6.3789,0.2006,515,675,Auckland,076,2023-09
Auckland,House,3,1119,957,44625,718,650,700,760,122,3.88,6.5633,0.1661,634,793,Auckland,076,2023-09
Auckland,House,4,609,429,20643,886,775,850,940,241,3.88,6.7582,0.2304,737,1006,Auckland,076,2023-09
Auckland,House,5+,195,138,6627,1104,900,1000,1200,337,3.91,6.97,0.2627,891,1271,Auckland,076,2023-09
Auckland,House,NA,393,417,16560,730,570,690,850,249,3.89,6.5361,0.3444,547,870,Auckland,076,2023-09
Auckland,Room,1,171,123,2739,331,250,300,390,109,3.02,5.7512,0.3137,255,389,Auckland,076,2023-09
Auckland,Room,NA,6,6,144,331,276,305,334,131,2.81,5.7444,0.3621,245,399,Auckland,076,2023-09
Auckland,Apartment,1,381,375,8805,474,400,465,540,141,3.8,6.1078,0.3692,350,576,Auckland,076,2023-08
Auckland,Apartment,2,333,333,9768,643,550,620,680,215,3.86,6.4165,0.3375,487,768,Auckland,076,2023-08
Auckland,Apartment,3,60,54,1863,835,668,795,900,434,3.87,6.6654,0.3077,638,966,Auckland,076,2023-08
Auckland,Apartment,4,6,6,219,1096,900,1000,1150,366,3.6,6.9593,0.2966,862,1286,Auckland,076,2023-08
Auckland,Apartment,NA,51,48,1320,522,403,500,600,179,3.75,6.1949,0.379,380,633,Auckland,076,2023-08
Auckland,Boarding House,1,69,66,741,336,300,340,371,83,3.36,5.7886,0.2476,276,386,Auckland,076,2023-08
Auckland,Boarding House,NA,9,6,60,375,329,368,450,89,3.15,5.9007,0.2493,309,432,Auckland,076,2023-08
Auckland,Flat,1,120,123,5193,445,400,425,495,97,3.62,6.0703,0.2586,364,515,Auckland,076,2023-08
Auckland,Flat,2,171,258,10005,555,518,550,580,94,3.74,6.3058,0.1589,492,610,Auckland,076,2023-08
Auckland,Flat,3,18,27,1608,615,540,620,665,84,3.85,6.4131,0.1394,555,670,Auckland,076,2023-08
Auckland,Flat,NA,9,12,681,426,345,400,514,191,3.47,5.9219,0.6259,245,569,Auckland,076,2023-08
Auckland,House,1,186,147,3822,435,320,440,499,137,3.68,6.0299,0.2965,340,508,Auckland,076,2023-08
Auckland,House,2,654,510,18708,605,550,595,650,110,3.84,6.3902,0.1691,532,668,Auckland,076,2023-08
Auckland,House,3,1137,1023,44463,719,650,700,770,143,3.86,6.5601,0.1946,619,805,Auckland,076,2023-08
Auckland,House,4,537,465,20463,853,750,830,900,178,3.9,6.729,0.1985,732,956,Auckland,076,2023-08
Auckland,House,5+,165,117,6570,1116,900,1000,1193,546,3.81,6.9567,0.3206,846,1304,Auckland,076,2023-08
Auckland,House,NA,372,408,16587,714,580,700,834,222,3.83,6.5196,0.3374,540,852,Auckland,076,2023-08
Auckland,Room,1,150,138,2691,325,250,285,370,173,2.99,5.7145,0.3347,242,380,Auckland,076,2023-08
Auckland,Room,NA,9,6,141,402,343,400,471,119,3.42,5.9539,0.3191,311,478,Auckland,076,2023-08
Auckland,Apartment,1,462,432,8799,489,400,480,550,122,3.84,6.1593,0.2655,396,566,Auckland,076,2023-07
Auckland,Apartment,2,408,351,9765,621,540,600,675,159,3.79,6.4012,0.2535,508,715,Auckland,076,2023-07
Auckland,Apartment,3,66,66,1860,831,635,750,900,334,3.72,6.6682,0.309,639,969,Auckland,076,2023-07
Auckland,Apartment,4,6,9,219,1016,950,995,1000,155,3.72,6.9149,0.1451,913,1111,Auckland,076,2023-07
Auckland,Apartment,NA,54,72,1320,485,369,435,555,184,3.86,6.1085,0.4137,340,594,Auckland,076,2023-07
Auckland,Boarding House,1,84,66,738,336,268,325,409,87,2.81,5.7817,0.2778,269,391,Auckland,076,2023-07
Auckland,Boarding House,NA,6,3,57,358,265,300,360,141,3.6,5.8293,0.3412,270,428,Auckland,076,2023-07
Auckland,Flat,1,117,123,5196,427,376,420,480,100,3.57,6.0282,0.2556,349,493,Auckland,076,2023-07
Auckland,Flat,2,192,213,10089,551,503,550,590,81,3.67,6.3017,0.1442,495,601,Auckland,076,2023-07
Auckland,Flat,3,24,36,1617,663,625,670,715,72,3.78,6.4904,0.1111,611,710,Auckland,076,2023-07
Auckland,Flat,NA,12,12,684,419,340,385,523,162,3.54,5.9373,0.5385,264,545,Auckland,076,2023-07
Auckland,House,1,198,165,3783,434,320,420,520,133,3.62,6.0279,0.3062,337,510,Auckland,076,2023-07
Auckland,House,2,675,522,18564,601,550,595,650,109,3.77,6.383,0.1798,524,668,Auckland,076,2023-07
Auckland,House,3,1245,957,44352,730,650,700,770,203,3.83,6.5712,0.2019,623,818,Auckland,076,2023-07
Auckland,House,4,585,474,20391,886,770,850,950,212,3.88,6.764,0.211,751,999,Auckland,076,2023-07
Auckland,House,5+,174,156,6522,1066,910,1000,1200,282,3.86,6.9362,0.277,854,1240,Auckland,076,2023-07
Auckland,House,NA,402,468,16623,705,585,670,803,220,3.89,6.51,0.319,542,833,Auckland,076,2023-07
Auckland,Room,1,204,138,2676,318,235,280,370,123,3.09,5.697,0.3496,235,377,Auckland,076,2023-07
Auckland,Room,NA,12,9,141,296,265,270,360,86,3.02,5.6495,0.3141,230,351,Auckland,076,2023-07
Auckland,Apartment,1,366,375,8769,479,400,475,540,141,3.76,6.1265,0.3157,370,566,Auckland,076,2023-06
Auckland,Apartment,2,351,327,9708,645,530,600,690,217,3.77,6.4224,0.3091,500,758,Auckland,076,2023-06
Auckland,Apartment,3,69,57,1860,801,650,720,830,277,3.81,6.6406,0.2853,632,928,Auckland,076,2023-06
Auckland,Apartment,4,6,3,222,1094,705,920,1275,524,3.45,6.9123,0.4295,752,1342,Auckland,076,2023-06
Auckland,Apartment,NA,45,60,1338,493,400,450,576,148,4.17,6.1456,0.3694,364,599,Auckland,076,2023-06
Auckland,Boarding House,1,78,57,723,304,261,300,354,64,3.38,5.6947,0.2229,256,346,Auckland,076,2023-06
Auckland,Flat,1,108,120,5202,429,391,430,468,109,3.64,6.0165,0.3484,324,519,Auckland,076,2023-06
Auckland,Flat,2,186,249,10110,527,480,528,585,125,3.78,6.2236,0.36,396,643,Auckland,076,2023-06
Auckland,Flat,3,30,36,1629,664,600,690,720,116,3.72,6.4824,0.1811,578,738,Auckland,076,2023-06
Auckland,Flat,NA,9,15,681,472,358,450,541,144,3.74,6.1186,0.2909,373,553,Auckland,076,2023-06
Auckland,House,1,171,165,3750,427,330,425,495,113,3.76,6.0181,0.2872,338,499,Auckland,076,2023-06
Auckland,House,2,678,471,18411,592,530,580,630,132,3.81,6.3646,0.1969,509,663,Auckland,076,2023-06
Auckland,House,3,1155,921,44061,714,640,680,760,152,3.85,6.5508,0.2048,610,803,Auckland,076,2023-06
Auckland,House,4,597,429,20280,870,750,830,930,194,3.87,6.7473,0.1985,745,974,Auckland,076,2023-06
Auckland,House,5+,189,150,6504,1047,880,990,1160,341,3.89,6.92,0.2446,858,1194,Auckland,076,2023-06
Auckland,House,NA,426,426,16686,726,588,695,800,284,3.88,6.5289,0.3463,542,865,Auckland,076,2023-06
Auckland,Room,1,165,126,2613,301,230,265,360,101,2.96,5.6594,0.3052,234,353,Auckland,076,2023-06
Auckland,Room,NA,9,9,138,369,298,330,470,141,3.2,5.8428,0.4132,261,456,Auckland,076,2023-06
Auckland,Apartment,1,357,318,8778,470,400,460,526,124,3.8,6.1157,0.2845,374,549,Auckland,076,2023-05
Auckland,Apartment,2,384,336,9684,635,550,610,695,170,3.8,6.4221,0.2503,520,728,Auckland,076,2023-05
Auckland,Apartment,3,51,66,1848,772,620,720,900,257,3.87,6.5738,0.4615,525,978,Auckland,076,2023-05
Auckland,Apartment,4,6,9,219,802,685,820,875,186,4.0,6.6644,0.2314,671,916,Auckland,076,2023-05
Auckland,Apartment,NA,42,60,1353,475,379,450,530,140,3.91,6.1236,0.2841,377,553,Auckland,076,2023-05
Auckland,Boarding House,1,84,54,702,311,265,300,360,80,3.5,5.707,0.256,253,358,Auckland,076,2023-05
Auckland,Flat,1,96,120,5214,421,380,410,475,101,3.65,6.0055,0.3101,329,500,Auckland,076,2023-05
Auckland,Flat,2,183,234,10173,539,500,540,590,88,3.76,6.2723,0.215,458,612,Auckland,076,2023-05
Auckland,Flat,3,30,39,1635,657,593,650,715,194,3.68,6.4445,0.3136,509,777,Auckland,076,2023-05
Auckland,Flat,NA,12,15,687,437,380,490,533,141,3.94,5.993,0.5169,283,568,Auckland,076,2023-05
Auckland,House,1,210,144,3744,429,345,425,498,121,3.62,6.0199,0.3051,335,506,Auckland,076,2023-05
Auckland,House,2,594,432,18204,593,525,580,630,107,3.83,6.3714,0.1663,523,654,Auckland,076,2023-05
Auckland,House,3,1068,879,43827,708,630,680,750,144,3.84,6.5439,0.1921,611,791,Auckland,076,2023-05
Auckland,House,4,537,435,20109,869,750,830,924,214,3.86,6.7431,0.2166,733,982,Auckland,076,2023-05
Auckland,House,5+,171,141,6462,1046,900,1000,1200,261,3.8,6.9205,0.2607,850,1208,Auckland,076,2023-05
Auckland,House,NA,450,423,16689,699,570,660,811,231,3.75,6.4905,0.3812,509,852,Auckland,076,2023-05
Auckland,Room,1,147,150,2574,307,243,280,370,112,2.97,5.6648,0.3595,226,368,Auckland,076,2023-05
Auckland,Room,NA,6,6,141,245,180,225,280,76,3.31,5.4646,0.2986,193,289,Auckland,076,2023-05
Auckland,Apartment,1,351,348,8739,487,400,470,550,147,3.79,6.1375,0.339,368,582,Auckland,076,2023-04
Auckland,Apartment,2,339,285,9639,634,530,595,690,208,3.79,6.4078,0.3013,495,743,Auckland,076,2023-04
Auckland,Apartment,3,63,57,1860,778,630,700,838,273,3.74,6.6135,0.2771,618,898,Auckland,076,2023-04
Auckland,Apartment,4,9,6,219,634,563,670,698,83,3.76,6.4436,0.1361,574,689,Auckland,076,2023-04
Auckland,Apartment,NA,48,48,1371,445,369,420,550,115,3.76,6.0649,0.2642,360,514,Auckland,076,2023-04
Auckland,Boarding House,1,54,48,675,336,300,330,400,69,3.01,5.7968,0.2131,285,380,Auckland,076,2023-04
Auckland,Boarding House,NA,6,3,60,318,285,313,351,45,3.03,5.7547,0.1415,287,347,Auckland,076,2023-04
Auckland,Flat,1,90,96,5241,438,390,425,466,116,3.51,6.0565,0.2162,369,494,Auckland,076,2023-04
Auckland,Flat,2,174,195,10224,535,495,530,570,68,3.64,6.2733,0.1285,486,578,Auckland,076,2023-04
Auckland,Flat,3,21,30,1644,651,600,650,693,71,3.84,6.4726,0.1086,601,696,Auckland,076,2023-04
Auckland,Flat,NA,6,15,690,490,438,493,511,86,3.35,6.1812,0.173,430,543,Auckland,076,2023-04
Auckland,House,1,195,153,3678,434,333,430,495,136,3.72,6.0344,0.2753,347,503,Auckland,076,2023-04
Auckland,House,2,603,450,18042,587,525,580,635,111,3.78,6.3571,0.1906,507,656,Auckland,076,2023-04
Auckland,House,3,1140,930,43638,710,630,680,750,171,3.83,6.5448,0.1977,609,795,Auckland,076,2023-04
Auckland,House,4,573,480,20010,898,750,850,935,415,3.81,6.7571,0.2608,721,1026,Auckland,076,2023-04
Auckland,House,5+,198,126,6435,1088,880,1000,1250,335,3.9,6.9518,0.2764,867,1259,Auckland,076,2023-04
Auckland,House,NA,435,396,16662,734,570,680,850,328,3.92,6.5278,0.3665,534,876,Auckland,076,2023-04
Auckland,Room,1,159,108,2574,297,230,260,345,110,3.17,5.6415,0.3151,228,349,Auckland,076,2023-04
Auckland,Room,NA,9,12,141,311,214,263,300,173,3.56,5.6401,0.457,207,383,Auckland,076,2023-04
Auckland,Apartment,1,441,420,8736,460,380,450,529,138,3.83,6.0811,0.341,348,551,Auckland,076,2023-03
Auckland,Apartment,2,447,378,9588,650,550,600,684,213,3.82,6.4385,0.2604,525,746,Auckland,076,2023-03
Auckland,Apartment,3,78,63,1854,827,643,700,924,324,3.87,6.6597,0.3221,628,970,Auckland,076,2023-03
Auckland,Apartment,4,9,12,222,991,745,840,1108,354,3.7,6.8503,0.3218,760,1173,Auckland,076,2023-03
Auckland,Apartment,NA,81,69,1368,459,370,430,550,182,3.9,6.0499,0.4172,320,562,Auckland,076,2023-03
Auckland,Boarding House,1,90,48,663,341,280,360,409,88,2.96,5.7962,0.2786,273,397,Auckland,076,2023-03
Auckland,Boarding House,NA,9,6,60,399,280,415,500,115,2.78,5.9468,0.3074,311,471,Auckland,076,2023-03
Auckland,Flat,1,129,141,5250,418,380,420,459,96,3.72,5.9974,0.314,326,497,Auckland,076,2023-03
Auckland,Flat,2,213,240,10248,535,490,530,580,95,3.73,6.2681,0.1753,469,594,Auckland,076,2023-03
Auckland,Flat,3,30,36,1653,639,573,650,690,128,3.8,6.4433,0.1866,554,713,Auckland,076,2023-03
Auckland,Flat,NA,18,18,699,443,320,395,580,138,3.6,6.0468,0.3131,342,522,Auckland,076,2023-03
