area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq,area_label,area_code,period
Hamilton City,House,4,87,99,2805,587,550,590,630,102,3.76,6.351,0.2533,483,680,Hamilton City,016,2020-12
Hamilton City,House,5+,24,18,576,676,620,680,710,82,3.62,6.5092,0.1181,620,727,Hamilton City,016,2020-12
Hamilton City,House,NA,39,48,1584,482,430,488,560,111,3.97,6.1477,0.2562,393,556,Hamilton City,016,2020-12
Hamilton City,Room,1,48,48,807,240,200,240,250,75,3.68,5.4375,0.2918,189,280,Hamilton City,016,2020-12
Hamilton City,Apartment,1,18,21,321,312,273,315,339,62,3.87,5.7234,0.199,268,350,Hamilton City,016,2020-11
Hamilton City,Apartment,2,21,15,540,421,380,430,473,73,3.81,6.0281,0.1831,367,469,Hamilton City,016,2020-11
Hamilton City,Apartment,3,9,9,195,522,485,520,575,54,3.75,6.2521,0.1061,483,558,Hamilton City,016,2020-11
Hamilton City,Apartment,NA,9,3,84,339,280,285,365,96,3.99,5.7977,0.2507,278,390,Hamilton City,016,2020-11
Hamilton City,Boarding House,1,9,12,87,236,205,230,230,38,3.61,5.4511,0.1532,210,258,Hamilton City,016,2020-11
Hamilton City,Flat,1,33,45,1233,272,240,280,315,69,3.78,5.5599,0.3505,205,329,Hamilton City,016,2020-11
Hamilton City,Flat,2,30,57,1584,380,348,380,443,87,4.0,5.8951,0.3637,284,464,Hamilton City,016,2020-11
Hamilton City,House,1,36,27,345,281,250,270,325,59,4.03,5.6159,0.2183,237,318,Hamilton City,016,2020-11
Hamilton City,House,2,114,87,2493,440,410,450,475,43,3.91,6.0821,0.1025,409,469,Hamilton City,016,2020-11
Hamilton City,House,3,234,219,6633,510,473,510,550,72,3.88,6.2211,0.1815,445,569,Hamilton City,016,2020-11
Hamilton City,House,4,93,84,2820,595,550,600,650,86,3.83,6.372,0.2119,507,675,Hamilton City,016,2020-11
Hamilton City,House,5+,18,18,570,687,590,650,750,134,3.87,6.5157,0.1819,598,764,Hamilton City,016,2020-11
Hamilton City,House,NA,39,54,1593,502,435,515,595,154,3.77,6.1629,0.3597,373,605,Hamilton City,016,2020-11
Hamilton City,Room,1,51,57,807,227,210,240,250,58,3.94,5.38,0.3297,174,271,Hamilton City,016,2020-11
Hamilton City,Apartment,1,15,21,324,302,255,305,348,59,3.8,5.6911,0.1999,259,339,Hamilton City,016,2020-10
Hamilton City,Apartment,2,21,15,540,392,333,400,484,106,3.85,5.9129,0.4064,281,486,Hamilton City,016,2020-10
Hamilton City,Apartment,3,6,6,195,494,485,513,528,62,3.52,6.1942,0.1379,446,538,Hamilton City,016,2020-10
Hamilton City,Apartment,NA,12,3,84,375,280,378,400,111,3.94,5.8895,0.2855,298,438,Hamilton City,016,2020-10
Hamilton City,Boarding House,1,9,3,90,250,225,230,270,45,3.86,5.5098,0.1685,221,277,Hamilton City,016,2020-10
Hamilton City,Flat,1,24,45,1239,277,245,270,300,45,3.89,5.6128,0.1587,246,305,Hamilton City,016,2020-10
Hamilton City,Flat,2,45,57,1605,366,330,380,420,70,3.94,5.8809,0.235,306,420,Hamilton City,016,2020-10
Hamilton City,House,1,39,9,336,275,250,270,310,64,3.95,5.5826,0.2885,219,323,Hamilton City,016,2020-10
Hamilton City,House,2,129,93,2472,432,403,443,475,71,3.93,6.0416,0.2858,347,510,Hamilton City,016,2020-10
Hamilton City,House,3,222,228,6618,510,460,500,560,74,3.87,6.2215,0.1668,450,563,Hamilton City,016,2020-10
Hamilton City,House,4,78,66,2811,584,560,590,623,84,3.89,6.3538,0.2139,497,664,Hamilton City,016,2020-10
Hamilton City,House,5+,15,12,570,753,670,680,760,194,3.9,6.599,0.2232,632,854,Hamilton City,016,2020-10
Hamilton City,House,NA,42,54,1608,473,350,495,600,165,3.9,6.0769,0.4651,318,596,Hamilton City,016,2020-10
Hamilton City,Room,1,54,48,807,234,225,250,250,47,3.93,5.4219,0.293,186,276,Hamilton City,016,2020-10
Hamilton City,Apartment,1,18,15,327,338,300,330,365,57,3.9,5.8103,0.1668,298,373,Hamilton City,016,2020-09
Hamilton City,Apartment,2,30,21,531,422,386,420,450,49,3.91,6.0372,0.1165,387,453,Hamilton City,016,2020-09
Hamilton City,Apartment,3,6,6,192,485,428,495,548,120,3.86,6.1625,0.258,399,565,Hamilton City,016,2020-09
Hamilton City,Boarding House,1,9,3,81,236,205,230,231,48,3.35,5.4501,0.1754,207,262,Hamilton City,016,2020-09
Hamilton City,Flat,1,36,42,1260,279,250,280,330,52,3.83,5.6127,0.2074,238,315,Hamilton City,016,2020-09
Hamilton City,Flat,2,39,42,1617,357,328,360,390,62,3.89,5.857,0.2184,302,405,Hamilton City,016,2020-09
Hamilton City,Flat,3,9,12,171,464,476,505,520,117,3.75,6.0946,0.3674,346,568,Hamilton City,016,2020-09
Hamilton City,House,1,18,15,309,290,248,270,325,73,4.0,5.642,0.2326,241,330,Hamilton City,016,2020-09
Hamilton City,House,2,102,81,2433,431,400,440,465,65,3.92,6.0482,0.2322,362,495,Hamilton City,016,2020-09
Hamilton City,House,3,195,195,6621,507,480,510,550,61,3.89,6.2193,0.1501,454,556,Hamilton City,016,2020-09
Hamilton City,House,4,87,75,2796,596,560,600,650,79,3.81,6.381,0.1384,538,648,Hamilton City,016,2020-09
Hamilton City,House,5+,15,18,573,673,640,690,720,90,3.85,6.5034,0.1411,607,734,Hamilton City,016,2020-09
Hamilton City,House,NA,51,51,1620,490,414,510,591,156,3.64,6.1329,0.3801,357,595,Hamilton City,016,2020-09
Hamilton City,Room,1,57,39,801,256,226,250,279,63,3.8,5.5179,0.2332,213,292,Hamilton City,016,2020-09
Hamilton City,Apartment,1,24,18,324,330,279,300,333,110,3.97,5.7624,0.2572,267,378,Hamilton City,016,2020-08
Hamilton City,Apartment,2,39,24,519,412,350,400,460,87,3.75,6.0014,0.2003,353,462,Hamilton City,016,2020-08
Hamilton City,Apartment,3,6,9,195,517,485,540,550,42,3.34,6.2454,0.0825,488,545,Hamilton City,016,2020-08
Hamilton City,Apartment,NA,6,3,75,367,260,370,455,112,4.03,5.8661,0.3164,285,437,Hamilton City,016,2020-08
Hamilton City,Boarding House,1,6,3,78,261,225,270,290,37,3.66,5.5564,0.1437,235,285,Hamilton City,016,2020-08
Hamilton City,Flat,1,48,63,1266,279,245,280,305,61,3.67,5.6006,0.2694,226,325,Hamilton City,016,2020-08
Hamilton City,Flat,2,36,57,1620,365,350,370,428,90,3.73,5.8498,0.3676,271,445,Hamilton City,016,2020-08
Hamilton City,House,1,30,15,303,280,260,270,300,51,3.84,5.616,0.1913,242,313,Hamilton City,016,2020-08
Hamilton City,House,2,99,81,2412,416,390,420,450,54,3.75,6.0227,0.1382,376,453,Hamilton City,016,2020-08
Hamilton City,House,3,198,180,6624,518,470,515,550,73,3.69,6.2405,0.1325,469,561,Hamilton City,016,2020-08
Hamilton City,House,4,90,69,2787,573,550,580,611,78,3.71,6.3386,0.1646,507,632,Hamilton City,016,2020-08
Hamilton City,House,5+,15,6,573,608,538,600,640,122,3.69,6.3913,0.2063,519,686,Hamilton City,016,2020-08
Hamilton City,House,NA,51,57,1620,473,348,485,585,144,3.67,6.1101,0.3221,362,560,Hamilton City,016,2020-08
Hamilton City,Room,1,72,45,783,234,218,250,263,55,3.94,5.4138,0.3318,179,281,Hamilton City,016,2020-08
Wellington City,Apartment,1,81,93,2859,450,394,450,496,95,3.3,6.083,0.2478,371,518,Wellington City,047,2025-06
Wellington City,Apartment,2,72,81,2451,619,525,580,650,204,3.41,6.3809,0.31,479,728,Wellington City,047,2025-06
Wellington City,Apartment,3,21,15,750,798,631,695,853,345,3.7,6.6041,0.4002,563,967,Wellington City,047,2025-06
Wellington City,Apartment,4,6,3,249,634,590,690,700,167,3.44,6.4161,0.313,495,755,Wellington City,047,2025-06
Wellington City,Apartment,5+,6,3,213,593,220,448,919,457,3.82,6.0979,0.85,251,789,Wellington City,047,2025-06
Wellington City,Apartment,NA,48,3,408,497,238,420,600,337,3.99,6.0509,0.5426,294,612,Wellington City,047,2025-06
Wellington City,Boarding House,NA,15,6,96,203,175,205,235,33,3.53,5.3014,0.1733,178,225,Wellington City,047,2025-06
Wellington City,Flat,1,54,45,2004,429,390,408,474,77,3.28,6.0449,0.1854,372,478,Wellington City,047,2025-06
Wellington City,Flat,2,57,42,1800,535,495,540,595,124,3.83,6.2551,0.2435,442,614,Wellington City,047,2025-06
Wellington City,Flat,3,9,9,594,636,575,660,723,215,3.38,6.3718,0.4924,420,816,Wellington City,047,2025-06
Wellington City,House,1,24,21,876,407,363,440,471,120,3.66,5.9558,0.3533,304,490,Wellington City,047,2025-06
Wellington City,House,2,72,87,2799,613,553,600,675,92,3.49,6.4075,0.1528,547,672,Wellington City,047,2025-06
Wellington City,House,3,156,141,5565,685,650,690,750,160,3.56,6.4897,0.3188,531,816,Wellington City,047,2025-06
Wellington City,House,4,60,54,2322,817,700,800,900,273,3.44,6.5683,0.9129,385,1318,Wellington City,047,2025-06
Wellington City,House,5,6,0,36,674,600,625,684,144,3.59,6.4969,0.1933,582,755,Wellington City,047,2025-06
Wellington City,House,5+,12,9,822,1289,1100,1200,1415,397,3.51,7.1201,0.3018,1009,1516,Wellington City,047,2025-06
Wellington City,House,NA,102,18,1686,599,450,613,695,165,3.98,6.3579,0.2799,478,697,Wellington City,047,2025-06
Wellington City,Room,1,39,24,789,280,201,245,315,142,3.36,5.5608,0.3566,204,331,Wellington City,047,2025-06
Wellington City,Room,NA,6,3,78,188,180,180,198,10,3.8,5.2345,0.0525,181,194,Wellington City,047,2025-06
Wellington City,Apartment,1,87,153,2871,470,400,475,530,95,3.54,6.1269,0.2565,385,545,Wellington City,047,2025-05
Wellington City,Apartment,2,78,105,2460,618,505,598,694,172,3.51,6.3829,0.3259,475,737,Wellington City,047,2025-05
Wellington City,Apartment,3,18,18,744,634,515,600,738,243,3.75,6.3841,0.3836,457,767,Wellington City,047,2025-05
Wellington City,Apartment,4,6,6,249,793,710,780,950,309,3.13,6.5837,0.5138,511,1023,Wellington City,047,2025-05
Wellington City,Apartment,5+,9,3,207,339,175,175,220,369,3.78,5.5142,0.7165,153,402,Wellington City,047,2025-05
Wellington City,Apartment,NA,36,6,366,571,420,540,655,224,3.94,6.279,0.373,415,686,Wellington City,047,2025-05
Wellington City,Boarding House,NA,18,9,87,201,155,215,235,38,3.53,5.2876,0.1987,173,226,Wellington City,047,2025-05
Wellington City,Flat,1,45,60,1995,437,400,433,474,80,3.41,6.0617,0.1911,377,488,Wellington City,047,2025-05
Wellington City,Flat,2,60,51,1785,543,500,550,620,117,3.55,6.2571,0.3421,414,657,Wellington City,047,2025-05
Wellington City,Flat,3,12,12,591,657,643,650,699,87,3.53,6.4793,0.1383,593,715,Wellington City,047,2025-05
Wellington City,House,1,18,36,870,605,450,500,630,301,3.28,6.3199,0.3988,424,727,Wellington City,047,2025-05
Wellington City,House,2,84,111,2814,605,550,600,650,95,3.67,6.393,0.1611,536,666,Wellington City,047,2025-05
Wellington City,House,3,141,180,5550,721,650,720,795,152,3.58,6.5523,0.2634,587,837,Wellington City,047,2025-05
Wellington City,House,4,45,54,2316,810,700,820,975,254,3.56,6.6349,0.3893,585,990,Wellington City,047,2025-05
Wellington City,House,5+,9,12,819,869,688,800,1080,258,3.28,6.7281,0.3076,679,1028,Wellington City,047,2025-05
Wellington City,House,NA,102,24,1602,654,500,650,774,274,3.84,6.4232,0.3377,490,774,Wellington City,047,2025-05
Wellington City,Room,1,36,33,777,270,210,260,315,87,3.71,5.5547,0.2935,212,315,Wellington City,047,2025-05
Wellington City,Room,NA,15,6,75,249,213,268,280,42,3.37,5.5035,0.1858,217,278,Wellington City,047,2025-05
Wellington City,Apartment,1,69,108,2937,466,390,450,525,135,3.66,6.0947,0.3494,350,561,Wellington City,047,2025-04
Wellington City,Apartment,2,69,75,2484,630,550,600,660,168,3.44,6.4178,0.2285,525,715,Wellington City,047,2025-04
Wellington City,Apartment,4,6,3,249,620,443,715,748,297,3.14,6.2917,0.6353,352,829,Wellington City,047,2025-04
Wellington City,Apartment,5,6,0,18,289,198,202,293,177,4.0,5.5546,0.5098,183,364,Wellington City,047,2025-04
Wellington City,Apartment,NA,24,6,333,558,360,475,664,339,3.64,6.1573,0.6214,310,718,Wellington City,047,2025-04
Wellington City,Boarding House,NA,15,3,81,207,165,195,235,46,3.37,5.3108,0.2153,175,234,Wellington City,047,2025-04
Wellington City,Flat,1,51,48,2010,446,400,440,460,112,3.54,6.0743,0.2256,373,506,Wellington City,047,2025-04
Wellington City,Flat,2,30,39,1776,498,471,528,550,133,3.86,6.07,0.8702,241,778,Wellington City,047,2025-04
Wellington City,Flat,3,15,12,594,595,555,620,690,195,3.79,6.3142,0.4481,408,747,Wellington City,047,2025-04
Wellington City,Flat,4,6,0,204,876,759,898,1015,189,4.0,6.7573,0.2244,739,1001,Wellington City,047,2025-04
Wellington City,Flat,NA,9,6,180,494,383,490,523,140,3.35,6.1692,0.2601,401,569,Wellington City,047,2025-04
Wellington City,House,1,24,30,891,464,395,478,550,166,3.24,6.0481,0.4961,303,592,Wellington City,047,2025-04
Wellington City,House,2,69,78,2841,630,550,615,690,158,3.63,6.4163,0.2461,518,722,Wellington City,047,2025-04
Wellington City,House,3,132,141,5592,697,650,700,788,160,3.73,6.5068,0.3212,539,832,Wellington City,047,2025-04
Wellington City,House,4,57,54,2322,817,700,850,995,304,3.73,6.6043,0.5126,522,1043,Wellington City,047,2025-04
Wellington City,House,5+,15,18,825,971,925,1200,1200,390,3.33,6.7309,0.6728,532,1319,Wellington City,047,2025-04
Wellington City,House,NA,102,27,1524,662,503,650,795,236,3.9,6.4216,0.4264,461,820,Wellington City,047,2025-04
Wellington City,Room,1,30,42,774,253,205,220,274,83,3.65,5.4979,0.2563,205,290,Wellington City,047,2025-04
Wellington City,Apartment,1,99,147,2979,463,380,450,540,126,3.67,6.0954,0.3172,358,550,Wellington City,047,2025-03
Wellington City,Apartment,2,69,120,2490,720,600,675,735,354,3.48,6.5098,0.3668,524,860,Wellington City,047,2025-03
Wellington City,Apartment,3,21,27,756,742,600,660,750,204,3.3,6.5796,0.2397,613,847,Wellington City,047,2025-03
Wellington City,Apartment,NA,27,12,315,565,408,500,685,216,3.84,6.2705,0.3649,413,676,Wellington City,047,2025-03
Wellington City,Boarding House,1,6,15,222,217,190,205,220,39,3.0,5.3664,0.1651,192,239,Wellington City,047,2025-03
Wellington City,Boarding House,NA,12,3,69,222,223,235,235,29,3.65,5.3933,0.1543,198,244,Wellington City,047,2025-03
Wellington City,Flat,1,63,48,2004,421,369,420,480,92,3.49,6.0159,0.2393,349,482,Wellington City,047,2025-03
Wellington City,Flat,2,54,51,1785,571,525,560,611,108,3.72,6.3203,0.2807,460,672,Wellington City,047,2025-03
Wellington City,Flat,3,15,15,588,623,505,650,770,237,3.42,6.3421,0.4835,410,787,Wellington City,047,2025-03
Wellington City,Flat,4,6,6,201,814,720,780,940,150,3.09,6.6873,0.1884,706,911,Wellington City,047,2025-03
Wellington City,House,1,27,42,894,527,450,550,600,125,3.65,6.2373,0.254,431,607,Wellington City,047,2025-03
Wellington City,House,2,90,120,2850,642,588,650,695,99,3.72,6.4528,0.1541,572,704,Wellington City,047,2025-03
Wellington City,House,3,174,201,5598,745,688,750,801,168,3.65,6.5827,0.2703,602,867,Wellington City,047,2025-03
Wellington City,House,4,60,78,2322,839,733,830,988,242,3.66,6.6757,0.3755,615,1021,Wellington City,047,2025-03
Wellington City,House,5+,18,24,831,957,863,930,1050,312,3.01,6.7787,0.5123,622,1242,Wellington City,047,2025-03
Wellington City,House,NA,123,27,1452,639,440,650,790,270,4.01,6.0598,2.0108,110,1663,Wellington City,047,2025-03
Wellington City,Room,1,24,36,786,251,206,225,304,72,3.5,5.4806,0.3124,194,296,Wellington City,047,2025-03
Wellington City,Apartment,1,192,189,3027,492,400,495,565,144,3.68,6.1474,0.3416,371,589,Wellington City,047,2025-02
Wellington City,Apartment,2,120,165,2541,682,570,640,708,169,3.52,6.4993,0.2184,574,770,Wellington City,047,2025-02
Wellington City,Apartment,3,66,84,762,775,696,780,838,198,3.4,6.6136,0.3033,607,914,Wellington City,047,2025-02
Wellington City,Apartment,4,30,39,249,840,758,950,1008,264,2.73,6.6546,0.4629,568,1061,Wellington City,047,2025-02
Wellington City,Apartment,5,6,0,15,423,200,200,585,378,3.93,5.7571,0.7699,188,532,Wellington City,047,2025-02
Wellington City,Apartment,5+,30,27,204,790,225,950,1210,465,3.13,6.4026,0.8328,344,1058,Wellington City,047,2025-02
Wellington City,Apartment,NA,42,18,300,452,303,375,550,190,4.13,6.0419,0.3701,328,540,Wellington City,047,2025-02
Wellington City,Boarding House,NA,12,0,60,285,195,245,348,116,3.34,5.5881,0.3669,209,342,Wellington City,047,2025-02
Wellington City,Flat,1,102,87,1989,481,398,450,500,165,3.91,6.1334,0.2762,383,555,Wellington City,047,2025-02
Wellington City,Flat,2,84,75,1779,559,523,560,610,100,3.64,6.3022,0.251,461,646,Wellington City,047,2025-02
Wellington City,Flat,3,57,48,591,682,623,720,780,162,3.59,6.4816,0.3375,520,820,Wellington City,047,2025-02
Wellington City,Flat,4,36,21,201,899,860,940,1000,180,3.59,6.7678,0.3066,707,1069,Wellington City,047,2025-02
Wellington City,Flat,5+,9,9,78,1209,1175,1200,1295,111,3.68,7.0936,0.0946,1130,1284,Wellington City,047,2025-02
Wellington City,Flat,NA,15,6,177,505,375,380,570,215,3.83,6.1595,0.3506,374,599,Wellington City,047,2025-02
Wellington City,House,1,36,45,909,462,396,455,508,153,3.87,6.0847,0.3278,352,548,Wellington City,047,2025-02
Wellington City,House,2,126,138,2880,631,575,630,695,143,3.66,6.4153,0.286,504,741,Wellington City,047,2025-02
Wellington City,House,3,270,318,5625,784,700,770,850,211,3.5,6.6343,0.2526,642,902,Wellington City,047,2025-02
Wellington City,House,4,174,171,2340,930,880,960,1050,237,3.49,6.7816,0.3818,681,1140,Wellington City,047,2025-02
Wellington City,House,5,9,0,21,1029,799,1250,1350,445,3.56,6.7967,0.639,582,1377,Wellington City,047,2025-02
Wellington City,House,5+,75,87,837,1148,1000,1200,1325,424,3.57,6.9327,0.5666,700,1502,Wellington City,047,2025-02
Wellington City,House,NA,144,48,1356,741,530,690,850,287,3.89,6.5407,0.3624,543,885,Wellington City,047,2025-02
Wellington City,Room,1,57,42,801,300,220,260,310,196,3.84,5.6158,0.3471,217,347,Wellington City,047,2025-02
Wellington City,Room,NA,9,3,63,263,226,235,268,86,2.94,5.5352,0.2704,211,304,Wellington City,047,2025-02
Wellington City,Apartment,1,129,153,3021,503,410,500,555,137,3.53,6.1857,0.2743,404,584,Wellington City,047,2025-01
Wellington City,Apartment,2,120,126,2589,670,581,640,700,230,3.62,6.4705,0.2579,543,769,Wellington City,047,2025-01
Wellington City,Apartment,3,45,45,777,799,720,780,865,240,3.92,6.6241,0.3915,578,981,Wellington City,047,2025-01
Wellington City,Apartment,4,24,27,255,764,700,850,950,271,2.92,6.5482,0.4897,502,971,Wellington City,047,2025-01
Wellington City,Apartment,5,6,0,6,555,273,558,840,356,3.23,6.1304,0.7383,279,756,Wellington City,047,2025-01
Wellington City,Apartment,5+,27,27,198,894,285,1013,1331,513,3.46,6.5529,0.791,411,1196,Wellington City,047,2025-01
Wellington City,Apartment,NA,30,9,273,532,450,500,600,136,3.88,6.2447,0.264,431,616,Wellington City,047,2025-01
Wellington City,Boarding House,NA,18,0,51,251,245,245,248,27,3.68,5.519,0.101,233,267,Wellington City,047,2025-01
Wellington City,Flat,1,87,60,1974,462,420,463,500,84,3.5,6.1175,0.1882,400,515,Wellington City,047,2025-01
Wellington City,Flat,2,78,78,1773,582,529,578,630,85,3.81,6.3565,0.1389,525,633,Wellington City,047,2025-01
Wellington City,Flat,3,45,36,582,724,680,750,780,194,3.65,6.5182,0.4515,500,918,Wellington City,047,2025-01
Wellington City,Flat,4,12,12,183,896,851,930,994,319,3.64,6.716,0.4768,598,1139,Wellington City,047,2025-01
Wellington City,Flat,NA,9,3,168,477,370,400,575,139,4.0,6.1334,0.2798,382,557,Wellington City,047,2025-01
Wellington City,House,1,33,30,921,483,395,500,548,134,3.47,6.1425,0.2817,385,563,Wellington City,047,2025-01
Wellington City,House,2,93,87,2895,662,570,635,696,272,3.53,6.4457,0.3053,513,774,Wellington City,047,2025-01
Wellington City,House,3,261,234,5673,768,695,760,831,172,3.64,6.6116,0.2852,614,901,Wellington City,047,2025-01
Wellington City,House,4,126,126,2334,925,790,930,1050,436,3.49,6.7447,0.4353,633,1139,Wellington City,047,2025-01
Wellington City,House,5,9,0,9,990,915,1100,1225,356,4.35,6.7976,0.5636,612,1310,Wellington City,047,2025-01
Wellington City,House,5+,51,54,846,1170,1100,1220,1350,325,3.51,6.9032,1.0326,496,1998,Wellington City,047,2025-01
Wellington City,House,NA,138,33,1260,631,465,600,750,207,4.22,6.396,0.3201,483,744,Wellington City,047,2025-01
Wellington City,Room,1,42,42,783,269,230,260,315,49,3.79,5.5798,0.1818,234,300,Wellington City,047,2025-01
Wellington City,Apartment,1,81,123,3048,477,395,475,528,205,3.4,6.1024,0.3789,346,577,Wellington City,047,2024-12
Wellington City,Apartment,2,69,81,2589,665,600,650,700,120,3.55,6.4856,0.1689,585,735,Wellington City,047,2024-12
Wellington City,Apartment,3,15,18,780,785,640,760,913,235,3.74,6.6217,0.3126,608,928,Wellington City,047,2024-12
Wellington City,Apartment,4,9,6,261,943,803,1040,1080,369,3.86,6.7559,0.5171,606,1218,Wellington City,047,2024-12
Wellington City,Apartment,NA,18,9,255,535,488,525,600,93,3.89,6.268,0.1784,468,595,Wellington City,047,2024-12
Wellington City,Boarding House,NA,6,3,36,231,235,235,245,21,3.59,5.4389,0.0951,216,245,Wellington City,047,2024-12
Wellington City,Flat,1,45,51,1947,445,395,450,500,109,3.37,6.0655,0.2714,359,517,Wellington City,047,2024-12
Wellington City,Flat,2,33,36,1767,554,513,550,588,78,3.59,6.3072,0.1362,500,601,Wellington City,047,2024-12
Wellington City,Flat,3,12,18,576,716,701,730,748,55,3.58,6.5702,0.0796,676,753,Wellington City,047,2024-12
Wellington City,Flat,4,6,6,186,972,835,933,1030,187,3.48,6.8646,0.1828,847,1083,Wellington City,047,2024-12
Wellington City,House,1,24,30,912,465,390,470,513,170,3.33,6.0599,0.4596,314,584,Wellington City,047,2024-12
Wellington City,House,2,69,75,2892,632,550,600,670,301,3.26,6.3137,0.838,314,972,Wellington City,047,2024-12
Wellington City,House,3,144,171,5643,750,681,750,800,146,3.61,6.5966,0.2426,622,863,Wellington City,047,2024-12
Wellington City,House,4,54,63,2337,892,800,900,975,182,3.75,6.7734,0.2042,762,1003,Wellington City,047,2024-12
Wellington City,House,5+,24,24,846,1189,950,1200,1380,396,3.7,6.9036,0.97,518,1916,Wellington City,047,2024-12
Wellington City,House,NA,81,27,1158,650,498,600,738,233,4.01,6.42,0.3408,488,773,Wellington City,047,2024-12
Wellington City,Room,1,21,48,780,346,260,325,334,161,3.82,5.78,0.332,259,405,Wellington City,047,2024-12
Wellington City,Room,NA,6,0,54,255,198,260,295,67,3.06,5.5121,0.261,208,295,Wellington City,047,2024-12
Wellington City,Apartment,1,114,114,3087,457,400,450,514,110,3.68,6.0912,0.2883,364,537,Wellington City,047,2024-11
Wellington City,Apartment,2,99,84,2601,631,550,605,673,148,3.71,6.4187,0.2623,514,732,Wellington City,047,2024-11
Wellington City,Apartment,3,33,24,786,764,715,750,801,163,3.57,6.6105,0.2697,619,891,Wellington City,047,2024-11
Wellington City,Apartment,4,15,21,258,987,940,1000,1040,102,3.09,6.8899,0.1048,915,1054,Wellington City,047,2024-11
Wellington City,Apartment,5+,15,21,207,952,860,1000,1250,429,3.1,6.6966,0.6814,511,1282,Wellington City,047,2024-11
Wellington City,Apartment,NA,12,9,249,478,374,405,480,231,3.84,6.0821,0.4254,329,583,Wellington City,047,2024-11
Wellington City,Boarding House,1,21,39,297,272,245,260,325,54,3.84,5.5856,0.2142,231,308,Wellington City,047,2024-11
Wellington City,Boarding House,NA,6,3,30,253,221,238,269,74,3.23,5.5013,0.2797,203,296,Wellington City,047,2024-11
Wellington City,Flat,1,42,33,1950,446,400,440,500,111,3.46,6.0666,0.2677,360,517,Wellington City,047,2024-11
Wellington City,Flat,2,42,30,1770,587,533,570,608,95,3.52,6.3636,0.1444,526,640,Wellington City,047,2024-11
Wellington City,Flat,3,15,27,585,669,635,660,690,50,3.73,6.5027,0.0738,635,701,Wellington City,047,2024-11
Wellington City,Flat,4,9,6,189,960,898,950,1023,82,3.41,6.8638,0.0853,903,1014,Wellington City,047,2024-11
Wellington City,Flat,5+,12,12,81,1148,1013,1108,1269,314,3.32,7.0093,0.2862,913,1343,Wellington City,047,2024-11
Wellington City,Flat,NA,6,6,165,395,345,350,400,104,3.79,5.9562,0.2374,329,453,Wellington City,047,2024-11
Wellington City,House,1,36,33,918,435,385,443,500,104,3.67,6.0412,0.282,348,508,Wellington City,047,2024-11
Wellington City,House,2,87,78,2898,632,570,625,688,127,3.59,6.4268,0.2263,531,720,Wellington City,047,2024-11
Wellington City,House,3,195,147,5670,750,690,750,800,140,3.74,6.6017,0.2012,643,843,Wellington City,047,2024-11
Wellington City,House,4,87,93,2346,904,800,900,1000,206,3.69,6.7664,0.3279,696,1083,Wellington City,047,2024-11
Wellington City,House,5+,57,69,849,1338,1195,1250,1500,431,3.62,7.1523,0.3203,1029,1585,Wellington City,047,2024-11
Wellington City,House,NA,51,36,1104,745,569,710,868,336,4.04,6.46,0.7257,392,1043,Wellington City,047,2024-11
Wellington City,Room,1,15,69,804,358,230,300,350,239,3.61,5.7396,0.4976,222,435,Wellington City,047,2024-11
Wellington City,Apartment,1,147,132,3087,481,420,490,540,96,3.75,6.1559,0.2043,411,541,Wellington City,047,2024-10
Wellington City,Apartment,2,99,96,2592,640,550,600,695,165,3.66,6.4333,0.2411,529,732,Wellington City,047,2024-10
Wellington City,Apartment,3,24,18,777,785,696,750,828,156,3.58,6.643,0.227,658,894,Wellington City,047,2024-10
Wellington City,Apartment,4,6,6,264,797,659,885,954,264,3.36,6.6214,0.4017,573,985,Wellington City,047,2024-10
Wellington City,Apartment,NA,6,6,246,374,339,373,400,38,4.01,5.9209,0.0992,349,399,Wellington City,047,2024-10
Wellington City,Boarding House,1,24,21,315,290,250,300,325,58,3.62,5.6497,0.2142,246,328,Wellington City,047,2024-10
Wellington City,Flat,1,45,39,1941,465,397,450,500,126,3.49,6.1134,0.2306,387,528,Wellington City,047,2024-10
Wellington City,Flat,2,24,42,1758,563,491,540,550,244,3.48,6.2861,0.2693,448,644,Wellington City,047,2024-10
Wellington City,Flat,3,9,9,597,733,700,750,785,86,3.61,6.5907,0.1222,671,791,Wellington City,047,2024-10
Wellington City,Flat,NA,6,6,171,370,330,360,400,68,3.69,5.901,0.1813,323,413,Wellington City,047,2024-10
Wellington City,House,1,30,36,915,467,405,495,543,101,3.67,6.1179,0.2541,382,539,Wellington City,047,2024-10
Wellington City,House,2,99,75,2889,607,550,600,650,74,3.75,6.4015,0.121,556,654,Wellington City,047,2024-10
Wellington City,House,3,165,141,5622,750,690,750,795,120,3.68,6.6069,0.1713,659,831,Wellington City,047,2024-10
Wellington City,House,4,72,66,2352,932,815,880,1050,173,3.62,6.821,0.1787,813,1034,Wellington City,047,2024-10
Wellington City,House,5+,18,12,861,987,815,920,1265,343,3.8,6.8184,0.4427,678,1233,Wellington City,047,2024-10
Wellington City,House,NA,27,27,1083,756,449,620,850,636,3.11,6.4313,0.5995,414,930,Wellington City,047,2024-10
Wellington City,Room,1,18,42,858,267,224,263,323,53,3.41,5.5692,0.2019,229,300,Wellington City,047,2024-10
