id,appellation,affected_surveys,parcel_intent,topology_type,statutory_actions,land_district,titles,survey_area,calc_area
4486080,Lot 14 DPS 8196,DPS 8196,DCDB,Primary,[Create] Local Purpose Reserve (Esplanade) Vested on DPS 8196,South Auckland,,3642.0,3711
4606157,,,Hydro,Primary,,South Auckland,,,272817
4505191,Lot 1 DPS 82536,DPS 82536,DCDB,Primary,[Create] Electricity Works New Zealand Gazette 1983 p 2310,South Auckland,SA65B/513,70850.0,70995
4517725,Crown Land Survey Office Plan 26166,SO 26166,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 129 Land Act 1924,South Auckland,,,62360
4533582,Crown Land Survey Office Plan 45038,SO 45038,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,South Auckland,,,29049
4607532,,,Hydro,Primary,,South Auckland,,,3278429
4551294,Crown Land Survey Office Plan 45038,SO 45038,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,South Auckland,,,44627
4586463,,,Road,Primary,,South Auckland,,,148826
4556280,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 110 Land Act 1892,South Auckland,,,48534
4576885,,,Road,Primary,,South Auckland,,,539058
4581717,,,Road,Primary,,South Auckland,,,540672
4609075,Crown Land Block X (under action) Totoro Survey District,SO 2708,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Taranaki,,,21453
4605696,,,Hydro,Primary,,South Auckland,,,15633
4689346,,,Hydro,Primary,,Taranaki,,,7789
4606164,,,Hydro,Primary,,South Auckland,,,32745
4606398,,,Hydro,Primary,,South Auckland,,,36752
4606601,,,Hydro,Primary,,South Auckland,,,93505
4607010,,,Hydro,Primary,,South Auckland,,,33362
4607097,,,Hydro,Primary,"[Referenced] Crown Land Section 23, Te Arawa Lakes Settlement Act 2006 Crown retains ownership of the Crown Stratum under the Land Act 1948",South Auckland,,,6133934
4949926,Lot 1 DP 84386,DP 84386,DCDB,Primary,,North Auckland,NA40D/681,2290.0,2241
4951881,Old River Bed Block X Rangaunu Survey District,,DCDB,Primary,,North Auckland,,,12884
4953303,Lot 7 DP 154306,DP 154306,DCDB,Primary,[Create] Local Purpose Reserve (Esplanade) Vested on DP 154306,North Auckland,,12310.0,12236
4635117,Lot 6 DP 187,DP 187,DCDB,Primary,,Taranaki,TNB4/1163,2685848.0,2790790
4644173,Crown Land Block I (under action) Carlyle Survey District,SO 6641,DCDB,Primary,,Taranaki,,,29540
4660393,Lot 1 DP 5892,DP 5892,DCDB,Primary,,Taranaki,TN147/130,449075.0,444623
4649471,Lot 2 DP 12577,DP 12577,DCDB,Primary,,Taranaki,TNE2/1071,2856000.0,2847462
4651496,Lot 1 DP 19619,DP 19619,DCDB,Primary,,Taranaki,TNJ4/606,1485684.0,1467995
4654458,Crown Land Block V (under action) Totoro Survey District,SO 5639,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Taranaki,,,42490
4658867,Lot 5 DP 18335,DP 18335,DCDB,Primary,[Create] Subject to the provision of Esplanade Strips Sec 232 Resource Management Act 1991,Taranaki,TNK1/419,41680.0,41317
4662842,Lot 1 DP 7263,DP 7263,Fee Simple Title,Primary,,Taranaki,TN192/68,1222151.0,1233291
4663218,Lot 2 DP 18406,DP 18406,DCDB,Primary,,Taranaki,TNK1/614,1473000.0,1476359
4678067,,,Railway,Primary,,Taranaki,,,313684
4679055,,,Road,Primary,,Taranaki,,,55741
4679430,,,Road,Primary,,Taranaki,,,94130
4681352,,,Road,Primary,,Taranaki,,,59338
4688676,,,Hydro,Primary,,Taranaki,,,8201
4688691,,,Hydro,Primary,,Taranaki,,,228012
4688712,,,Hydro,Primary,,Taranaki,,,223972
4681819,,,Road,Primary,,Taranaki,,,136826
4689375,,,Hydro,Primary,,Taranaki,,,79426
4683178,,,Road,Primary,,Taranaki,,,375835
4683742,,,Road,Primary,,Taranaki,,,64180
4683979,,,Road,Primary,,Taranaki,,,472531
4684049,,,Road,Primary,,Taranaki,,,478544
4684678,,,Road,Primary,,Taranaki,,,46200
5028181,Lot 19 DP 70951,DP 70951,DCDB,Primary,[Create] Esplanade Reserve Vested on DP 70951,North Auckland,NA31A/1045,39456.0,38062
4688641,,,Hydro,Primary,,Taranaki,,,53166
4688642,,,Hydro,Primary,,Taranaki,,,57967
4607054,,,Hydro,Primary,,South Auckland,,,4555
4688721,,,Hydro,Primary,,Taranaki,,,130898
4688722,,,Hydro,Primary,,Taranaki,,,45766
4688672,,,Hydro,Primary,,Taranaki,,,19504
4607270,,,Hydro,Primary,,South Auckland,,,4187
4607088,,,Hydro,Primary,,South Auckland,,,21382211
6623788,,,Hydro,Primary,,South Auckland,,,69588
4688823,,,Hydro,Primary,,Taranaki,,,50474
6632946,Lot 2 DP 320816,DP 320816,Fee Simple Title,Primary,,Taranaki,82690,353400.0,338984
4688924,,,Hydro,Primary,,Taranaki,,,59806
4688926,,,Hydro,Primary,,Taranaki,,,74247
4688937,,,Hydro,Primary,,Taranaki,,,22036
4689165,,,Hydro,Primary,,Taranaki,,,35439
6636762,,SO 323897,Hydro,Primary,[Create] River New Zealand Gazette 2005 p 521 Balance River Parcel,Taranaki,,,27558
3654145,Lot 2 DP 7860,DP 7860,DCDB,Primary,[Create] Recreation Reserve T 186127.1,Nelson,,79318.0,78880
6740253,,DP 327293,Hydro,Primary,,South Auckland,,,49750
6762096,,,Hydro,Primary,,South Auckland,,,5829
3656926,Lot 1 DP 19870,DP 19870,DCDB,Primary,,Nelson,NL13A/1068,123369.0,123858
6872544,Flat Island Block,ML 372138,Maori,Primary,,South Auckland,339299,32375.0,47161
6939106,Mahanga 1 Block,ML 8710,Maori,Primary,,Gisborne,346366,3378000.0,3368888
4707716,Part Tidal Lands of Manukau Harbour Survey Office Plan 67474,SO 67474,DCDB,Primary,[Create] Revested in the Crown Sec 5 Foreshore and Seabed Endowment Revesting Act 1991,North Auckland,,19900.0,17945
7101801,,,Hydro,Primary,,South Auckland,,,32525
7207201,Part Lot 8 DP 351098,SO 420732,Fee Simple Title,Primary,[Create] Fee Simple New Zealand Gazette 2010 p 872 Balance Parcel,South Auckland,209464,371640.0,371030
7271559,,DP 428183,Road,Primary,,South Auckland,,,395941
7299532,,SO 437333,Hydro,Primary,"[Create] the, Reserves Act 1977",South Auckland,,,980
4717980,Part Lot 3 DP 8375,DP 8375,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,NA5B/1085,,76351
4731773,Crown Land Survey Office Plan 46999,SO 46999,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,30979
4735596,Road Reserve Survey Office Plan 5352,SO 5352,DCDB,Primary,,North Auckland,,,15437
4751659,Lot 3 DP 197808,DP 197808,DCDB,Primary,,North Auckland,NA126A/472,196600.0,196883
4791337,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,97270
4793978,Lot 10 DP 163433,DP 163433,DCDB,Primary,[Create] Local Purpose Reserve (Esplanade) Vested on DP 163433,North Auckland,NA98C/334,11500.0,10649
4799833,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,28909
4803172,Part Lot 5 DP 13160,DP 13160,DCDB,Primary,,North Auckland,NA61D/287,681180.0,663367
4809805,Lot 1 DP 196910,DP 196910,DCDB,Primary,,North Auckland,NA125B/170,2871081.0,2859002
5120117,Lot 101 DP 152097,DP 152097,DCDB,Primary,[Create] Coastal Marine Area Vested Sec 237A Resource Management Act 1991,North Auckland,,3700.0,3705
4831285,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,23953
4845063,Lot 1 DP 191696,DP 191696,DCDB,Primary,,North Auckland,NA118B/921,58140.0,65075
4857908,Lot 7 DP 206179,DP 206179,DCDB,Primary,,North Auckland,NA134B/937,108660.0,108549
4910542,Lot 1 DP 41453,DP 41453,DCDB,Primary,,North Auckland,NA75B/305,462960.0,463734
4984279,Lot 3 DP 153611,DP 153611,DCDB,Primary,,North Auckland,NA91C/619,125890.0,125808
5267615,,,Hydro,Primary,,North Auckland,,,83172
4932988,Crown Land Survey Office Plan 52855,SO 52855,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,75196
4942958,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 110 Land Act 1892,North Auckland,,,44261
4996391,Lot 9 DP 77055,DP 77055,DCDB,Primary,[Create] Public Reserve (Esplanade) New Zealand Gazette 1976 p 1574,North Auckland,,28960.0,30315
4954769,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,121307
5060906,Lot 3 DP 158600,DP 158600,DCDB,Primary,[Create] Local Purpose Reserve (Esplanade) Vested on DP 158600,North Auckland,NA95A/727,89200.0,88272
5066815,Lot 3 DP 153547,DP 153547,DCDB,Primary,[Create] Local Purpose Reserve (Esplanade) Vested on DP 153547,North Auckland,,34760.0,44807
5074402,Lot 94 DP 208882,DP 208882,DCDB,Primary,,North Auckland,NA137A/348,296721.0,297039
5076638,Lot 4 DP 150488,DP 150488,DCDB,Primary,[Create] Local Purpose Reserve (Esplanade) Vested on DP 150488,North Auckland,,12270.0,11594
5093455,Crown Land Survey Office Plan 38001,SO 38001,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,North Auckland,,,37241
5094971,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 110 Land Act 1892,North Auckland,,,37567
5099126,Lot 3 DP 130699,DP 130699,DCDB,Primary,,North Auckland,NA128C/225,1094520.0,1092386
5169202,Part Omataroa Block,ML 3179,DCDB,Primary,"[Create] Conservation Park Sec 61 Conservation Act 1987
[Create] State Forest New Zealand Gazette 1933 p 3403
[Create] State Forest New Zealand Gazette 1951 p 1668",North Auckland,,11680000.0,2892203
5198716,Lot 2 DP 141007,DP 141007,DCDB,Primary,,North Auckland,NA83C/912,151850.0,151770
5209429,,,Road,Primary,,North Auckland,,,159854
5215006,,,Road,Primary,,North Auckland,,,107
5223449,,,Road,Primary,,North Auckland,,,200426
5228572,,,Road,Primary,,North Auckland,,,142295
5264991,,,Hydro,Primary,,North Auckland,,,12080
5267226,,,Hydro,Primary,,North Auckland,,,165577
6554938,Lot 1 DP 210601,DP 210601,Fee Simple Title,Primary,,North Auckland,NA138D/778,7081.0,7077
5264664,,,Hydro,Primary,,North Auckland,,,18446
5265252,,,Hydro,Primary,,North Auckland,,,85732
5264796,,,Hydro,Primary,,North Auckland,,,56258
5265226,,,Hydro,Primary,,North Auckland,,,14067
5264820,,,Hydro,Primary,,North Auckland,,,1419
5265903,,,Hydro,Primary,,North Auckland,,,4472
5264910,,,Hydro,Primary,,North Auckland,,,104605
5264911,,,Hydro,Primary,,North Auckland,,,14587
5265370,,,Hydro,Primary,,North Auckland,,,89805
5264924,,,Hydro,Primary,,North Auckland,,,47970
5264948,,,Hydro,Primary,,North Auckland,,,24833
5265453,,,Hydro,Primary,,North Auckland,,,9376
5265030,,,Hydro,Primary,,North Auckland,,,1354
5265069,,,Hydro,Primary,,North Auckland,,,58460
5265392,,,Hydro,Primary,[Create] Wildlife Refuge New Zealand Gazette 1958 p 1553,North Auckland,,,6619
5265449,,,Hydro,Primary,,North Auckland,,,30702
5265698,,,Hydro,Primary,,North Auckland,,,37605
5265700,,,Hydro,Primary,,North Auckland,,,102481
5265917,,,Hydro,Primary,,North Auckland,,,59557
5265689,,,Hydro,Primary,,North Auckland,,,515313
3661342,,,Road,Primary,,Nelson,,,27657
6556419,Lot 1 DP 211780,DP 211780,Fee Simple Title,Primary,,North Auckland,NA139D/262,14730.0,14727
5265828,,,Hydro,Primary,,North Auckland,,,53081
5265915,,,Hydro,Primary,,North Auckland,,,5433
6557132,Lot 2 DP 210820,DP 210820,Fee Simple Title,Primary,,North Auckland,NA139A/324,10000.0,10003
5265930,,,Hydro,Primary,,North Auckland,,,47638
5266006,,,Hydro,Primary,,North Auckland,,,30772
5266017,,,Hydro,Primary,,North Auckland,,,129423
5266018,,,Hydro,Primary,,North Auckland,,,77006
5266054,,,Hydro,Primary,,North Auckland,,,712541
5266267,,,Hydro,Primary,,North Auckland,,,188030
5266394,,,Hydro,Primary,,North Auckland,,,11120
5266897,,,Hydro,Primary,,North Auckland,,,4902
5266737,,,Hydro,Primary,,North Auckland,,,35412
5266678,,,Hydro,Primary,,North Auckland,,,33896
5266696,,,Hydro,Primary,,North Auckland,,,973949
5266790,,,Hydro,Primary,,North Auckland,,,39072
5266842,,,Hydro,Primary,,North Auckland,,,51479
5266877,,,Hydro,Primary,,North Auckland,,,20193
5267072,,,Hydro,Primary,,North Auckland,,,2804
5266941,,,Hydro,Primary,,North Auckland,,,49717
5267609,,,Hydro,Primary,,North Auckland,,,79283
5267874,,,Hydro,Primary,,North Auckland,,,1996
6632909,,DP 317688,Hydro,Primary,,North Auckland,,,3989
6580867,,,Hydro,Primary,,North Auckland,,,10355
6761324,,SO 339040,Hydro,Primary,"[Create] Hydro the, Marine Reserves Act 1971 Marine Reserve (Te Matuku ) Order 2005",North Auckland,,,1636890
7162514,,,Hydro,Primary,,North Auckland,,,4650
3158306,Part RUN 94,SO 245,DCDB,Primary,"[Referenced] Declared to be held for conservation purposes. New Zealand Gazette 2004 p 3987 Jointly by DOC (Canterbury) & the CCL.
[Referenced] Declared to be held for conservation purposes. New Zealand Gazette 2005 p 871 Jointly by DOC (Canterbury) & CCL. Formerly CIR OT338/80. Revokes Gaz 2004 p 3987 (incorrect LD ref).",Otago,495544,,119019275
3007412,RUN 206D,ROLL NE 1880 RUNS,Statutory,Primary,,Otago,OT3A/149,15944614.0,16265633
3201494,,,Hydro,Primary,,Otago,,,111128
3009680,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,82186
3017274,Crown Land Block VI Blackstone Survey District,SO 3414,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,60578
3026618,Crown Land Block XIII Rimu Survey District,SO 1456,DCDB,Primary,,Otago,,,14933
3021794,Lot 1 DP 23306,DP 23306,DCDB,Primary,,Otago,OT15C/311,1216000.0,1206534
3029525,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,184815
3086465,Crown Land (Reserve) Block X Gimmerburn Survey District,SO 479,DCDB,Primary,,Otago,,,66339
3053876,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,154859
3744806,,,Hydro,Primary,,Marlborough,,,411560
3056211,Crown Land Block VII Waitahuna East Survey District,SO 1950,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,59769
3066051,Crown Land (Water Race),SO 1232,DCDB,Primary,,Otago,,,295043
3076865,Crown Land Block XIV Maniototo Survey District,SO 1013,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,164672
3159917,Crown Land Block VII Otago Peninsula Survey District,SO 13567,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,1391.0,1330
3086525,Crown Land Block III Gimmerburn Survey District,SO 469,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,109262
3088758,Crown Land Block V Glenomaru Survey District,SO 528,DCDB,Primary,,Otago,,,34342
3089323,Crown Land,,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,84075
3090549,Crown Land (Creek Reserve) Block XV Maniototo Survey District,SO 1016,DCDB,Primary,,Otago,,,132018
3094379,Crown Land Block IV Maniototo Survey District,SO 993,DCDB,Primary,[Create] Subject to the provision of Marginal Strips Sec 24 Conservation Act 1987,Otago,,,71422
3099490,Lot 8 DP 25008,DP 25008,DCDB,Primary,[Create] Local Purpose Reserve Vested on DP 25008,Otago,OT17A/218,142000.0,140112
3130300,Crown Land Block XIII Dunedin & East Taieri Survey District,,DCDB,Primary,[Create] Crown Land Reserved from Sale Sec 58 Land Act 1948,Otago,,,31515
3109945,Part RUN 97,SO 2056,DCDB,Primary,[Create] National Park [Mount Aspiring National Park] New Zealand Gazette 1971 p 1675,Otago,,,142949026
3112591,Crown Land,,DCDB,Primary,[Create] Subject to the provision of Marginal Strips Sec 24 Conservation Act 1987,Otago,,,97028
3115466,Crown Land (Water Race) Block VIII Hillend Survey District,SO 660,DCDB,Primary,,Otago,,,15031
3116828,Lot 4 DP 15111,DP 15111,DCDB,Primary,,Otago,OT5C/773,40673.0,40683
3137006,Crown Land Block III Ahuriri Survey District,SO 18636,DCDB,Primary,[Create] Crown Land Reserved from Sale (Marginal Strip) Sec 58 Land Act 1948,Otago,,,119000
3139742,Crown Land Block X Woodland Survey District,SO 20665,DCDB,Primary,"[Create] SE Otago Reserves, Foreshore & Waters Control Order 1984 New Zealand Gazette 1984 p 1595",Otago,,,157036
3144721,Crown Land,SO 17804,DCDB,Primary,[Create] Subject to the provision of Marginal Strips Sec 24 Conservation Act 1987,Otago,,,54769
3159264,Crown Land,,DCDB,Primary,[Create] Subject to the provision of Marginal Strips Sec 24 Conservation Act 1987,Otago,,,30551
3337643,RS 36057,SO 3180,DCDB,Primary,,Canterbury,CB27F/710,779019.0,776514
3160819,Crown Land (Water Race) Block VI Blackstone Survey District,"DP 396594, SO 215",DCDB,Primary,,Otago,,,179927
3164342,Crown Land (Water Race) Block XIII Maniototo Survey District,SO 1010,DCDB,Primary,,Otago,,,11185
3182561,,,Road,Primary,,Otago,,,345045
3166308,Lot 1 DP 10814,DP 10814,DCDB,Primary,,Otago,OT1D/726,45932.0,45941
3171713,,,Road,Primary,,Otago,,,36389
3175353,,,Road,Primary,,Otago,,,32176
3180412,,,Road,Primary,,Otago,,,15683
3185079,,,Road,Primary,,Otago,,,1873
3178906,,,Road,Primary,,Otago,,,88360
3612627,Rangitoto 11 Block,ML 7162,DCDB,Primary,,Nelson,NL126/122,7172041.0,7193362
3189312,,,Road,Primary,,Otago,,,33313
3181026,,,Road,Primary,,Otago,,,31743
3183964,,,Road,Primary,,Otago,,,59193
3740316,,,Road,Primary,,Marlborough,,,25794
3183156,,,Road,Primary,,Otago,,,48358
3183572,,,Road,Primary,,Otago,,,74759
3184223,,,Road,Primary,,Otago,,,146905
3184567,,,Road,Primary,,Otago,,,94891
3193532,,,Road,Primary,,Otago,,,203
3184879,,,Road,Primary,,Otago,,,225793
3185893,,,Road,Primary,,Otago,,,121379
3188235,,,Road,Primary,,Otago,,,247247
3188350,,,Road,Primary,,Otago,,,100812
3189173,,,Road,Primary,,Otago,,,60532
3190073,,,Road,Primary,,Otago,,,91240
3190218,,,Road,Primary,,Otago,,,113933
3201147,,,Hydro,Primary,,Otago,,,10711
5264719,,,Hydro,Primary,,North Auckland,,,4430
3201511,,,Hydro,Primary,,Otago,,,64357
3679510,Lot 22 DP 443,DP 443,DCDB,Primary,,Westland,WS2C/464,855910.0,859796
5265826,,,Hydro,Primary,,North Auckland,,,112990
3692354,RS 4926,SO 5888,DCDB,Primary,,Westland,WS3C/212,244834.0,237752
3700038,,,Road,Primary,,Westland,,,43262
4689464,,,Hydro,Primary,,Taranaki,,,138433
3286471,,,Road,Primary,,Southland,,,301538
3291062,,,Road,Primary,,Southland,,,144632
3291410,,,Road,Primary,,Southland,,,97659
